Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,FE Calc Appr,City MPG,Hwy MPG,Cmb MPG,Unadj Cmb MPG,Greenhouse Gas Score,SmartWay
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT04.7PE0,SUV,6,Drv,14,19,15,19.7972,3,no
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT06.1PE0,SUV,6,Drv,11,14,12,15.7873,0,no
JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT06.1PE0,SUV,6,Drv,11,14,12,15.7873,0,no
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,13/19,10/15,13.2584,4/3,no
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,12/19,10/15,12.8925,4/3,no
JEEP Grand Cherokee,3,(6 cyl),Auto-L5,2WD,diesel,FA,B10,8CRXT03.05RW,SUV,1,Drv,18,23,20,26,4,no
JEEP Grand Cherokee,3,(6 cyl),Auto-L5,4WD,diesel,FA,B10,8CRXT03.05RW,SUV,1,Drv,17,22,19,25.1,4,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0226N80,SUV,7,Drv,16,22,18,23.5,5,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,U2,8CRXT0226N80,SUV,7,Drv,15,21,17,22.1,4,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.5,5,no
JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,19,24.1,5,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,15,21,17,22.1,4,no
JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.2,5,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.5,5,no
JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,19,24.1,5,no
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,15,21,17,22.1,4,no
JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.2,5,no
JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,23,28,25,33.0568,7,yes
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,U2,8CRXB0144M81,SUV,7,Drv,20,22,21,29.1499,6,yes
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,U2,8CRXB0144M81,SUV,7,Drv,21,24,22,29.1499,6,yes
JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,22,27,24,32.0747,7,yes
JEEP Patriot,2,(4 cyl),Auto-AV,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,27,24,32.3905,7,yes
JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,28,25,33.0568,7,yes
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,20,22,21,29.1499,6,no
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,21,24,22,29.1499,6,no
JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,22,27,24,32.0747,7,yes
JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,20,17,21.888,4,no
JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,16,21,18,22.8334,5,no
JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,19,16,21.2406,4,no
JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,19,17,21.5699,4,no
JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,20,17,21.888,4,no
JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,16,21,18,22.8334,5,no
JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,19,16,21.2406,4,no
JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,19,17,21.5699,4,no
KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV03.8HW5,large car,7,Drv,17,24,19,25.0729,5,no
KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV03.8HW5,large car,6,Drv,17,24,19,25.0729,5,no
KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV02.4MW5,midsize car,7,Drv,21,31,25,32.452,7,yes
KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV02.4MW5,midsize car,7,Drv,21,31,25,32.6623,7,yes
KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV02.4MW5,midsize car,6,Drv,21,31,25,32.452,7,yes
KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV02.4MW5,midsize car,6,Drv,21,31,25,32.6623,7,yes
KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV01.6BW5,small car,7,Drv,25,35,29,38.0216,8,yes
KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV01.6BW5,small car,7,Drv,27,32,29,39.0022,8,yes
KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV01.6BW5,small car,6,Drv,25,35,29,38.0216,8,yes
KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV01.6BW5,small car,6,Drv,27,32,29,39.0022,8,yes
KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV02.4UW5,station wagon,7,Drv,19,26,22,28.2719,6,yes
KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV02.7NW5,station wagon,7,Drv,18,26,21,27.1727,6,yes
KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV02.4UW5,station wagon,6,Drv,19,26,22,28.2719,6,no
KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV02.7NW5,station wagon,6,Drv,18,26,21,27.1727,6,no
KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXT03.8VW5,minivan,7,Drv,16,23,18,23.7736,5,no
KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXT03.8VW5,minivan,6,Drv,16,23,18,23.7736,5,no
KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXT03.8LM5,SUV,6,Drv,15,21,17,22.2308,4,no
KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8KMXT03.8LM5,SUV,6,Drv,15,20,17,22.0414,4,no
KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8KMXT03.8LM5,SUV,6,Drv,15,21,17,22.2308,4,no
KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8KMXT03.8LM5,SUV,6,Drv,15,20,17,22.0414,4,no
KIA Spectra,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,S2,8KMXV02.0LPC,midsize car,9.5,Drv,24,32,27,35.3551,8,yes
KIA Spectra,2,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV02.0LW5,midsize car,7,Drv,23,30,26,34.1962,8,yes
KIA Spectra,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV02.0LW5,midsize car,7,Drv,24,32,27,35.3551,8,yes
KIA Spectra,2,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV02.0LW5,midsize car,6,Drv,23,30,26,34.1962,8,yes
KIA Spectra,2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV02.0LW5,midsize car,6,Drv,24,32,27,35.3551,8,yes
KIA Sportage,2,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,19,25,21,28.1022,6,yes
KIA Sportage,2,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,20,25,22,28.8515,6,yes
KIA Sportage,2,(4 cyl),Man-5,4WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,19,24,21,27.4803,6,yes
KIA Sportage,2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,19,25,21,28.1022,6,no
KIA Sportage,2,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,20,25,22,28.8515,6,no
KIA Sportage,2,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,19,24,21,27.4803,6,no
KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXT02.7MM5,SUV,6,Drv,17,23,20,25.4118,6,no
KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8KMXT02.7MM5,SUV,6,Drv,17,21,19,24.1702,5,no
KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8KMXT02.7MM5,SUV,6,Drv,17,23,20,25.4118,6,no
KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,8KMXT02.7MM5,SUV,6,Drv,17,21,19,24.1702,5,no
LAMBORGHINI Gallardo Coupe,5,(10 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,17,13,15.9695,1,no
LAMBORGHINI Gallardo Coupe,5,(10 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,11,17,13,16.5725,1,no
LAMBORGHINI Gallardo Coupe,5,(10 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,17,13,15.9695,1,no
LAMBORGHINI Gallardo Coupe,5,(10 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,11,17,13,16.5725,1,no
LAMBORGHINI Gallardo Spyder,5,(10 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,15,12,14.9343,0,no
LAMBORGHINI Gallardo Spyder,5,(10 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,16,12,15.5569,0,no
LAMBORGHINI Gallardo Spyder,5,(10 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,15,12,14.9343,0,no
LAMBORGHINI Gallardo Spyder,5,(10 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,16,12,15.5569,0,no
LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT03.2001,SUV,7,Drv,16,23,18,23.6942,5,no
LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT03.2001,SUV,6,Drv,16,23,18,23.6942,5,no
LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT04.4001,SUV,7,Drv,12,17,14,18.2,2,no
LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.4001,SUV,6,Drv,12,17,14,18.2,2,no
LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,18,2,no
LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,18,2,no
LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,18.3,2,no
LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,18.3,2,no
LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT04.4001,SUV,7,Drv,12,18,15,18.6,3,no
LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,17.9,2,no
LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,17.9,2,no
LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.4001,SUV,6,Drv,12,18,15,18.6,3,no
LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEA,midsize car,7,Drv,19,27,22,28.6873,6,yes
LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEA,midsize car,6,Drv,19,27,22,28.6873,6,no
LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXV03.5BEB,midsize car,7,Drv,18,25,20,26.6628,6,yes
LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEB,midsize car,7,Drv,19,27,22,28.6658,6,yes
LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXV03.5BEB,midsize car,6,Drv,18,25,20,26.6628,6,no
LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEB,midsize car,6,Drv,19,27,22,28.6658,6,no
LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,S2,8TYXV03.5CC4,small car,9,Drv,22,25,23,30.823,7,yes
LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B3,8TYXV03.5CC4,small car,8,Drv,22,25,23,30.823,7,yes
LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,17,24,20,25.4158,6,yes
LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,17,24,20,25.4158,6,no
LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,U2,8TYXT04.7BES,SUV,7,Drv,14,18,15,19.6279,3,no
LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8TYXT04.7BES,SUV,6,Drv,14,18,15,19.6279,3,no
LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,18,26,21,27.5892,6,yes
LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,20,26,22,28.7628,6,yes
LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,21,29,24,31.7472,7,yes
LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,18,26,21,27.5892,6,no
LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,20,26,22,28.7628,6,no
LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,21,29,24,31.7472,7,yes
LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEB,small car,7,Drv,18,25,20,26.5808,6,yes
LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEB,small car,6,Drv,18,25,20,26.5808,6,no
LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,16,24,19,24.5642,5,no
LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,16,24,19,24.5642,5,no
LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,16,24,19,24.7254,5,no
LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,16,24,19,24.7254,5,no
LEXUS LS 600HL,5,(8 cyl),S8,4WD,Gasoline,CA,S2,8TYXV05.0CC4,midsize car,9,Drv,20,22,21,26.9406,6,yes
LEXUS LS 600HL,5,(8 cyl),S8,4WD,Gasoline,FA,B3,8TYXV05.0CC4,midsize car,8,Drv,20,22,21,26.9406,6,yes
LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXT05.7BEX,SUV,7,Drv,12,18,14,18.3211,2,no
LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXT05.7BEX,SUV,6,Drv,12,18,14,18.3211,2,no
LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,18,23,20,25.7193,6,yes
LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,18,23,20,25.7193,6,yes
LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,17,22,19,24.6127,5,no
LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,17,22,19,24.6127,5,no
LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,18,23,20,25.7193,6,no
LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,18,23,20,25.7193,6,no
LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,17,22,19,24.6127,5,no
LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,17,22,19,24.6127,5,no
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,CA,S2,8TYXT03.3CCU,SUV,9,Drv,27,24,25,34.1139,7,yes
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,CA,S2,8TYXT03.3CCU,SUV,9,Drv,26,24,25,33.4232,7,yes
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,FA,B3,8TYXT03.3CCU,SUV,8,Drv,27,24,25,34.1139,7,yes
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,FA,B3,8TYXT03.3CCU,SUV,8,Drv,26,24,25,33.4232,7,yes
LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8TYXV04.3AJA,small car,6,Drv,16,23,19,24.1927,5,no
LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,FA,B8,8TYXV04.3AJA,small car,3,Drv,16,23,19,24.1927,5,no
LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT03.52EB,SUV,7,Drv,16,24,19,24.5555,5,no
LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXT03.52EB,SUV,7,Drv,15,22,18,22.8389,5,no
LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXT03.52EB,SUV,6,Drv,16,24,19,24.5555,5,no
LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXT03.52EB,SUV,6,Drv,15,22,18,22.8389,5,no
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,U2,8FMXV03.5VEP,midsize car,7,Drv,17,24,19,24.8679,5,no
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXV03.5VEP,midsize car,7,Drv,18,28,22,28.0113,6,yes
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8FMXV03.5VEP,midsize car,6,Drv,17,24,19,24.8679,5,no
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXV03.5VEP,midsize car,6,Drv,18,28,22,28.0113,6,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8FMXT05.44D7,pickup,7,Drv,12,16,14,17.4668,2,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.0555,2,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8FMXT05.44D7,pickup,7,Drv,12,16,14,17.4668,2,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,B4,8FMXT05.44D7,pickup,7,Drv,13,17,14,18.0555,2,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8FMXT05.44HA,pickup,3,Drv,12,16,14,17.4668,2,no
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8FMXT05.44HA,pickup,3,Drv,13,17,14,18.0555,2,no
LINCOLN Navigator,5.4,(8 cyl),Auto-L6,2WD,Gasoline,CA,U2,8FMXT05.44E6,SUV,7,Drv,12,18,14,18.5117,2,no
LINCOLN Navigator,5.4,,,4WD,Gasoline,CA,U2,8FMXT05.44E6,SUV,7,N/A,N/A,N/A,N/A,N/A,N/A,no
LINCOLN Navigator,5.4,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8FMXT05.44E6,SUV,6,Drv,12,18,14,18.5117,2,no
LINCOLN Navigator,5.4,,,4WD,Gasoline,FA,B5,8FMXT05.44E6,SUV,6,N/A,N/A,N/A,N/A,N/A,N/A,no
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8LTXV01.8JHB,small car,6,Drv,20,26,22,29.4225,6,no
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8LTXV01.8JHB,small car,6,Drv,21,27,23,30.5587,7,no
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8LTXV01.8JHB,small car,6,Drv,20,26,22,29.4225,6,no
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8LTXV01.8JHB,small car,6,Drv,21,27,23,30.5587,7,no
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8LTXV01.8JHB,small car,6,Drv,20,26,22,29.4225,6,no
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8LTXV01.8JHB,small car,6,Drv,21,27,23,30.5587,7,no
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8LTXV01.8JHB,small car,6,Drv,20,26,22,29.4225,6,no
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8LTXV01.8JHB,small car,6,Drv,21,27,23,30.5587,7,no
MASERATI Granturismo,4.2,(8 cyl),Auto-6,2WD,Gasoline,FA,B5,8MAXV04.2LEV,small car,6,Drv,14,21,17,19.2874,4,no
