model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3.0,17,23,19,3,No
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,14,18,15,2,No
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,14,18,15,2,No
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,14,18,15,2,No
MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3.0,13,18,15,2,No
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16,21,18,3,No
MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16,22,18,3,No
MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,small car,5.0,16,22,18,3,No
MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,17,26,20,4,No
MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,small car,3.0,16,25,19,3,No
MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,small car,3.0,13,22,16,2,No
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,22,29,25,5,No
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,22,30,25,5,No
MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5.0,24,33,27,6,No
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,22,29,25,5,No
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,22,30,25,5,No
MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5.0,23,32,26,5,No
MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,small car,5.0,24,37,29,6,No
MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,5.0,24,32,27,6,No
MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,small car,3.0,18,26,21,4,No
MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,small car,3.0,17,25,20,4,No
MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,midsize car,5.0,22,30,25,5,No
MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,midsize car,5.0,21,29,24,5,No
MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,station wagon,5.0,24,33,27,6,No
MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small SUV,5.0,23,31,26,5,No
MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,small SUV,5.0,22,28,24,5,No
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5.0,21,28,24,5,No
MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5.0,22,27,24,5,No
MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,standard SUV,3.0,18,23,20,4,No
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,standard SUV,3.0,18,22,19,3,No
MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3.0,17,22,19,3,No
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,standard SUV,3.0,14,19,16,2,No
MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,17,27,21,4,No
MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,large car,5.0,16,25,19,3,No
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,small car,3.0,17,25,20,4,No
MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,small car,3.0,25,32,27,6,No
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,midsize car,7.0,24,34,28,6,No
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,7.0,24,32,27,6,No
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3.0,22,32,26,5,No
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23,31,26,5,No
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28,37,32,7,Yes
MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7.0,27,35,30,7,Yes
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,midsize car,3.0,24,34,28,6,No
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,3.0,24,32,27,6,No
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3.0,22,32,26,5,No
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23,30,25,5,No
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28,37,32,7,Yes
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7.0,28,38,32,7,Yes
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7.0,27,35,30,7,Yes
MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,midsize car,7.0,22,31,25,5,No
MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,23,32,27,6,No
MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7.0,21,30,24,5,No
MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,22,31,26,5,No
MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,small car,7.0,23,32,26,5,No
MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,25,33,28,6,No
MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,23,32,27,6,No
MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7.0,21,31,24,5,No
MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,22,31,26,5,No
MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,7.0,23,32,26,5,No
MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,25,32,28,6,No
MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3.0,20,29,24,5,No
MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,22,30,25,5,No
MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3.0,21,31,24,5,No
MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23,31,26,5,No
MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,small car,3.0,22,31,25,5,No
MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,25,33,28,6,No
MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,3.0,23,32,26,5,No
MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,25,32,28,6,No
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,small car,5.0,37,43,39,9,Yes
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,small car,5.0,33,41,36,8,Yes
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,small car,5.0,35,41,37,8,Yes
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,small car,5.0,33,40,35,8,Yes
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,small car,3.0,18,26,21,4,No
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3.0,19,26,22,4,No
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,small car,3.0,17,24,20,4,No
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3.0,18,25,21,4,No
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3.0,14,19,16,2,No
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3.0,13,18,15,2,No
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,small car,3.0,26,35,29,6,No
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,3.0,31,39,34,8,Yes
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,5.0,31,39,34,8,Yes
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,3.0,27,36,30,7,Yes
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,5.0,27,36,30,7,Yes
PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22,30,25,5,No
PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20,29,23,5,No
PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,22,28,24,5,No
PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,small car,1.0,20,28,23,5,No
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21,28,24,5,No
PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19,28,22,4,No
PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20,26,22,4,No
PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18,26,21,4,No
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20,25,22,4,No
PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18,26,21,4,No
PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21,28,24,5,No
PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,small car,1.0,20,28,23,5,No
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21,28,24,5,No
PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19,28,22,4,No
PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22,28,24,5,No
PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20,29,23,5,No
PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,20,26,23,5,No
PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,small car,1.0,18,26,21,4,No
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,20,26,22,4,No
PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,18,26,21,4,No
PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22,28,24,5,No
PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20,29,23,5,No
PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22,28,24,5,No
PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20,28,23,5,No
PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,22,28,24,5,No
PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19,28,22,4,No
PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20,26,22,4,No
PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18,26,21,4,No
PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21,27,24,5,No
PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19,28,22,4,No
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19,24,21,4,No
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19,24,21,4,No
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19,24,21,4,No
PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19,24,21,4,No
PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,small car,3.0,22,29,25,5,No
PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,small car,3.0,21,28,24,5,No
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,small car,3.0,21,28,24,5,No
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,small car,3.0,20,26,22,4,No
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,16,23,19,3,No
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,17,24,20,4,No
PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,small SUV,3.0,20,25,22,4,No
PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,small SUV,3.0,17,23,19,3,No
PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,small SUV,3.0,17,23,19,3,No
PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,large car,5.0,21,28,24,5,No
PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,large car,5.0,21,27,23,5,No
PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,large car,5.0,21,27,23,5,No
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,21,28,23,5,No
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,21,28,23,5,No
PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,18,25,21,4,No
PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,18,25,21,4,No
RAM 1500,5.7,8,Auto-6,4WD,Gasoline,pickup,3.0,13,18,14,1,No
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,pickup,3.0,15,22,17,3,No
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,pickup,3.0,15,21,17,3,No
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,special purpose,3.0,21,28,24,5,No
SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,small SUV,7.0,23,29,25,5,No
SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,small SUV,7.0,27,33,29,6,No
SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,small SUV,1.0,23,27,25,5,No
SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,small SUV,7.0,22,28,24,5,No
SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,small SUV,7.0,26,32,28,6,No
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,midsize car,7.0,24,32,27,6,No
SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,station wagon,7.0,24,31,26,5,No
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,midsize car,7.0,28,38,32,7,Yes
SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,station wagon,7.0,28,37,31,7,Yes
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,midsize car,7.0,23,31,26,5,No
SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,station wagon,7.0,22,30,25,5,No
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,midsize car,7.0,27,36,30,7,Yes
SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,station wagon,7.0,27,35,30,7,Yes
SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,midsize car,7.0,25,34,29,6,No
SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,midsize car,3.0,20,28,23,5,No
SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,small SUV,7.0,25,32,28,6,No
SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,small SUV,3.0,20,27,22,4,No
SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,small car,1.0,21,27,23,5,No
SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,small car,1.0,18,24,21,4,No
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,small car,1.0,17,22,19,3,No
TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,standard SUV,3.0,17,21,18,3,No
TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,standard SUV,3.0,17,20,18,3,No
TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,midsize car,3.0,21,30,24,5,No
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,40,39,40,9,Yes
TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,small car,3.0,27,31,29,6,No
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,29,41,34,8,Yes
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22,33,26,5,No
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,51,53,52,10,Elite
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,44,47,46,10,Elite
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,28,39,32,7,Yes
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,28,39,32,7,Yes
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22,32,26,5,No
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,midsize car,3.0,28,36,32,7,Yes
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,midsize car,3.0,27,35,30,7,Yes
TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,midsize car,3.0,28,35,31,7,Yes
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5.0,29,38,33,8,Yes
TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5.0,30,40,34,8,Yes
TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,midsize car,5.0,27,35,30,7,Yes
TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,midsize car,5.0,28,36,31,7,Yes
TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,13,18,15,2,No
TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,small car,7.0,48,43,46,10,Elite
TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,23,29,25,5,No
TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,22,28,25,5,No
TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,small SUV,7.0,34,30,32,7,Yes
TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,23,30,26,5,No
TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,22,28,24,5,No
TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,standard SUV,5.0,13,17,15,2,No
TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,standard SUV,5.0,13,17,14,1,No
TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,pickup,3.0,15,19,16,2,No
TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,pickup,3.0,14,18,16,2,No
TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,pickup,5.0,13,18,15,2,No
TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,pickup,5.0,13,17,14,1,No
TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,small car,3.0,30,35,32,7,Yes
TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,3.0,30,36,33,8,Yes
VOLKSWAGEN Beetle,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26,33,29,6,No
VOLKSWAGEN Beetle Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26,33,29,6,No
VOLKSWAGEN Beetle Dune,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26,34,29,6,No
VOLKSWAGEN Beetle Dune Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26,34,29,6,No
VOLKSWAGEN Golf R,2.0,4,AMS-7,4WD,Gasoline,small car,3.0,22,29,25,5,No
VOLKSWAGEN Golf R,2.0,4,Man-6,4WD,Gasoline,small car,3.0,21,29,24,5,No
VOLKSWAGEN Jetta,1.4,4,Man-5,2WD,Gasoline,small car,3.0,28,40,33,8,Yes
VOLKSWAGEN Jetta,1.4,4,SemiAuto-6,2WD,Gasoline,small car,5.0,28,38,32,7,Yes
VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,small car,7.0,24,33,28,6,No
VOLKSWAGEN Jetta,2.0,4,AMS-6,2WD,Gasoline,small car,7.0,24,33,27,6,No
VOLKSWAGEN Passat,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,25,36,29,6,No
VOLKSWAGEN Tiguan,2.0,4,SemiAuto-8,2WD,Gasoline,small SUV,7.0,22,27,24,5,No
VOLKSWAGEN Tiguan 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,21,27,23,5,No
VOLVO Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5.0,18,25,20,4,No
VOLVO Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5.0,17,23,19,3,No
VOLVO S60,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,25,36,29,6,No
VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22,32,26,5,No
VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22,33,26,5,No
VOLVO S60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22,30,25,5,No
VOLVO S60 Inscription,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3.0,25,36,29,6,No
VOLVO S60 Inscription,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22,33,26,5,No
VOLVO S60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,small car,1.0,20,27,22,4,No
VOLVO S90,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,3.0,24,34,27,6,No
VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,22,31,25,5,No
VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23,32,26,5,No
VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,23,32,26,5,No
VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22,31,25,5,No
VOLVO V60,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,3.0,25,36,29,6,No
VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22,32,26,5,No
VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22,33,26,5,No
VOLVO V60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22,30,25,5,No
VOLVO V60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,1.0,20,27,22,4,No
VOLVO V90,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,5.0,24,34,27,6,No
VOLVO V90,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,22,31,25,5,No
VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,23,31,26,5,No
VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,22,29,25,5,No
VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5.0,22,28,24,5,No
VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5.0,21,27,23,5,No
VOLVO XC 90,2.0,4,SemiAuto-8,2WD,Gasoline,standard SUV,5.0,22,29,25,5,No
VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,22,28,24,5,No
VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,20,27,23,5,No
BMW 330e,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3.0,28,34,30,10,Yes
BMW 530e,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,27,31,29,10,Elite
BMW 530e,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,27,31,28,10,Elite
BMW 740e,2.0,4,SemiAuto-8,4WD,Gasoline,large car,3.0,25,29,27,9,Yes
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol,large car,5.0,14,20,16,4,No
CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5.0,12,16,14,4,No
CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Ethanol,pickup,5.0,12,15,13,3,No
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol,pickup,3.0,12,17,14,3,No
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12,17,14,3,No
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11,15,12,3,No
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12,17,14,3,No
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11,16,13,3,No
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,small car,3.0,43,42,42,10,Yes
CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,small car,7.0,43,42,42,10,Elite
CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14,22,17,5,No
CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13,20,16,4,No
DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14,22,17,5,No
DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13,20,16,4,No
FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Gasoline,midsize car,7.0,43,41,42,10,Elite
GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5.0,12,16,14,4,No
