id,date,time,country_name,state/province,population,landslide_type,trigger,fatalities
3506,5/18/11,,United States,West Virginia,49138,Landslide,Downpour,0.0
3507,5/18/11,,United States,West Virginia,49138,Landslide,Downpour,0.0
3508,5/18/11,,United States,West Virginia,49138,Landslide,Downpour,0.0
3509,5/18/11,Night,United States,West Virginia,1542,Mudslide,Downpour,0.0
3510,5/18/11,3:00:00,United States,Pennsylvania,5677,Landslide,Downpour,0.0
3511,5/18/11,21:40:00,United States,Pennsylvania,1440,Landslide,Downpour,0.0
3514,5/19/11,Early morning,United States,Pennsylvania,27126,Landslide,Downpour,0.0
3515,5/19/11,,United States,Pennsylvania,3050,Landslide,Downpour,0.0
3516,5/19/11,21:00:00,United States,Utah,1336,Landslide,Downpour,0.0
3517,5/19/11,Early morning,United States,Pennsylvania,3330,Landslide,Downpour,0.0
3518,5/20/11,,United States,Pennsylvania,305704,Landslide,Downpour,0.0
3522,5/21/11,14:00:00,United States,Utah,9128,Mudslide,Downpour,0.0
3523,5/21/11,,United States,Pennsylvania,1218,Creep,Downpour,0.0
3524,5/21/11,,United States,Pennsylvania,1218,Creep,Downpour,0.0
3526,5/22/11,Afternoon,United States,Utah,18275,Mudslide,Downpour,0.0
3527,5/22/11,12:30:00,United States,Utah,3112,Complex,Downpour,0.0
3528,5/22/11,,United States,Utah,8893,Mudslide,Downpour,0.0
3529,5/22/11,,United States,Utah,15335,Landslide,Downpour,0.0
3531,5/23/11,Late night,United States,Pennsylvania,5157,Landslide,Downpour,0.0
3537,5/25/11,10:00:00,United States,Iowa,82684,Mudslide,Downpour,0.0
3538,5/25/11,,United States,Michigan,113934,Mudslide,Downpour,0.0
3548,5/27/11,Evening,United States,New York,2521,Landslide,Downpour,0.0
3550,5/28/11,3:00:00,United States,Illinois,27865,Mudslide,Downpour,0.0
3551,5/29/11,12:00:00,United States,Vermont,9052,Landslide,Downpour,0.0
3553,5/30/11,Morning,United States,Utah,1336,Landslide,Rain,0.0
3554,5/30/11,,United States,Wyoming,1182,Mudslide,Unknown,0.0
3555,5/30/11,Early morning,United States,Vermont,9052,Mudslide,Downpour,0.0
3563,6/2/11,,Haiti,Sud-Est,137966,Landslide,Downpour,0.0
3564,6/2/11,,Haiti,Centre,18590,Landslide,Downpour,1.0
3569,6/3/11,,Dominican Republic,Santiago,9853,Landslide,Downpour,1.0
3572,6/5/11,,Ecuador,Carchi,3983,Landslide,Downpour,0.0
3573,6/5/11,,United States,Colorado,1079,Mudslide,Rain,0.0
3574,6/6/11,Night,Colombia,Bolívar,8904,Landslide,Downpour,2.0
3576,6/7/11,,Haiti,Ouest,283052,Landslide,Downpour,13.0
3599,6/11/11,,United States,Kentucky,5338,Mudslide,Rain,0.0
3600,6/11/11,,United States,Iowa,10780,Mudslide,Downpour,
3604,6/12/11,Afternoon,United States,Pennsylvania,1319,Mudslide,Downpour,0.0
3625,6/18/11,20:40:00,United States,Wisconsin,65883,Mudslide,Downpour,0.0
3635,6/20/11,Morning,United States,Indiana,1712,Mudslide,Downpour,0.0
3636,6/20/11,Morning,United States,Tennessee,4389,Mudslide,Downpour,0.0
3639,6/22/11,,Mexico,Nayarit,4463,Landslide,Tropical cyclone,0.0
3640,6/22/11,,United States,Kentucky,2733,Mudslide,Rain,0.0
3661,6/27/11,6:00:00,United States,Colorado,1034,Landslide,Rain,0.0
3684,7/1/11,,Mexico,Veracruz-Llave,425148,Mudslide,Tropical cyclone,0.0
3719,7/3/11,,United States,Kentucky,15926,Landslide,Downpour,0.0
3720,7/3/11,,United States,Ohio,1509,Landslide,Downpour,0.0
3721,7/3/11,,United States,Kentucky,15273,Landslide,Downpour,0.0
3722,7/3/11,,Venezuela,Aragua,0,Landslide,Rain,0.0
3723,7/3/11,,Venezuela,Falcón,0,Landslide,Rain,0.0
3728,7/4/11,19:30:00,United States,Pennsylvania,3165,Landslide,Rain,0.0
3729,7/4/11,,United States,Colorado,6658,Mudslide,Rain,0.0
3732,7/5/11,,United States,Pennsylvania,27126,Mudslide,Rain,0.0
3733,7/5/11,2:30:00,United States,Utah,15523,Landslide,Downpour,0.0
3736,7/6/11,,Dominican Republic,Distrito Nacional,2201941,Landslide,Downpour,1.0
3743,7/7/11,,United States,Colorado,3887,Landslide,Rain,0.0
3744,7/7/11,,United States,Wyoming,17444,Landslide,Rain,0.0
3755,7/9/11,,United States,Wyoming,17444,Landslide,Rain,0.0
3758,7/10/11,,United States,Arizona,43888,Debris flow,Downpour,0.0
3761,7/11/11,,United States,Arizona,43888,Landslide,Downpour,0.0
3762,7/12/11,,Costa Rica,Alajuela,4185,Landslide,Downpour,0.0
3765,7/12/11,Evening,United States,Colorado,1451,Mudslide,Downpour,0.0
3766,7/12/11,Evening,United States,Colorado,1451,Mudslide,Downpour,0.0
3767,7/12/11,,United States,Arizona,4885,Mudslide,Rain,0.0
3771,7/13/11,Evening,United States,Colorado,97385,Debris flow,Downpour,0.0
3774,7/14/11,,United States,Colorado,97385,Rockfall,Downpour,0.0
3784,7/15/11,,United States,Arizona,14797,Debris flow,Rain,0.0
3795,7/17/11,,Mexico,Oaxaca,73648,Mudslide,Downpour,0.0
3796,7/17/11,,Mexico,Oaxaca,3294,Mudslide,Downpour,0.0
3797,7/17/11,,Mexico,Oaxaca,1019,Mudslide,Downpour,2.0
3799,7/18/11,Night,United States,Colorado,1320,Landslide,Rain,0.0
3800,7/18/11,,United States,Colorado,9614,Mudslide,Rain,0.0
3801,7/18/11,,United States,Pennsylvania,3165,Mudslide,Downpour,0.0
3802,7/18/11,,United States,Ohio,1411,Mudslide,Rain,0.0
3811,7/19/11,19:00:00,United States,Kentucky,441,Landslide,Downpour,0.0
3812,7/19/11,,United States,Colorado,6447,Landslide,Rain,0.0
3825,7/21/11,,United States,Florida,2768,Landslide,Rain,0.0
3826,7/21/11,Morning,United States,Kentucky,4456,Landslide,Downpour,0.0
3832,7/22/11,,Mexico,Chiapas,1005,Landslide,Tropical cyclone,0.0
3833,7/22/11,,Mexico,Colima,127235,Landslide,Tropical cyclone,0.0
3834,7/22/11,,Mexico,Guerrero,165250,Landslide,Tropical cyclone,0.0
3835,7/22/11,,Mexico,Michoacán,2817,Landslide,Tropical cyclone,0.0
3836,7/22/11,,Mexico,Nayarit,6361,Landslide,Tropical cyclone,0.0
3842,7/25/11,,United States,Colorado,629,Landslide,Rain,0.0
3852,7/27/11,,United States,New Mexico,1297,Debris flow,Downpour,0.0
3865,7/30/11,,United States,Colorado,3801,Mudslide,Rain,0.0
3866,7/30/11,,United States,Colorado,9614,Mudslide,Rain,0.0
3867,7/30/11,,United States,Colorado,9172,Mudslide,Rain,0.0
3870,8/1/11,,United States,Pennsylvania,3263,Mudslide,Rain,0.0
3878,8/3/11,,United States,Colorado,637,Mudslide,Rain,0.0
3883,8/5/11,,United States,Tennessee,3944,Landslide,Downpour,0.0
3901,8/8/11,10:00:00,United States,Tennessee,34681,Mudslide,Rain,0.0
3911,8/11/11,,United States,Pennsylvania,2541,Landslide,Rain,0.0
3926,8/15/11,,United States,New Jersey,4933,Landslide,Downpour,0.0
3957,9/1/11,6:45:00,Bermuda,Hamilton city,902,Landslide,Rain,0.0
3960,9/1/11,,United States,New York,10082,Mudslide,Rain,0.0
3966,9/8/11,,United States,New Jersey,2681,Mudslide,Rain,0.0
3967,9/8/11,,United States,New Jersey,15311,Landslide,Rain,0.0
3981,9/20/11,15:00,Guatemala,Huehuetenango,14100,Landslide,Rain,15.0
3985,9/25/11,,Costa Rica,San José,34877,Landslide,Downpour,0.0
3988,9/26/11,,Honduras,Francisco Morazán ,850848,Landslide,Downpour,2.0
3993,9/27/11,,Colombia,Antioquia,1999979,Landslide,Downpour,6.0
4005,10/7/11,Morning,Colombia,Valle del Cauca,240387,Landslide,Downpour,3.0
4006,10/8/11,5:00:00,United States,Utah,28857,Landslide,Rain,0.0
4008,10/10/11,,El Salvador,San Salvador,112158,Landslide,Downpour,32.0
4009,10/12/11,,Mexico,Jalisco,16520,Landslide,Downpour,2.0
4014,10/15/11,,Colombia,Antioquia,16225,Landslide,Downpour,5.0
4029,10/25/11,9:30:00,Trinidad and Tobago,San Juan/Laventille,157258,Landslide,Downpour,0.0
4031,10/31/11,,Costa Rica,Cartago,6784,Landslide,Downpour,0.0
4032,10/31/11,6:00:00,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,0.0
4036,11/4/11,Night,Colombia,Quindío,62170,Landslide,Downpour,4.0
4037,11/4/11,Night,Colombia,Caldas,357814,Landslide,Downpour,48.0
4049,11/17/11,,Colombia,Tolima,9309,Mudslide,Downpour,0.0
4051,11/18/11,,Dominican Republic,La Vega,29481,Mudslide,Downpour,0.0
4057,11/22/11,,United States,Pennsylvania,5012,Landslide,Rain,0.0
4064,11/24/11,,Colombia,Tolima,9309,Landslide,Downpour,0.0
4071,11/29/11,,Colombia,Cundinamarca,54421,Landslide,Downpour,3.0
4072,11/30/11,4:30:00,United States,Alabama,14770,Landslide,Downpour,0.0
4075,12/2/11,,Colombia,Tolima,5640,Mudslide,Downpour,7.0
4077,12/2/11,,Trinidad and Tobago,Penal/Debe,12281,Mudslide,Downpour,0.0
4078,12/2/11,,Trinidad and Tobago,Point Fortin,19056,Mudslide,Downpour,0.0
4079,12/2/11,,Trinidad and Tobago,Couva-Tabaquite-Talparo,3314,Mudslide,Downpour,0.0
4080,12/2/11,,Trinidad and Tobago,Diego Martin,8140,Mudslide,Downpour,0.0
4081,12/2/11,,Trinidad and Tobago,Sangre Grande,15968,Mudslide,Downpour,0.0
4082,12/2/11,,Trinidad and Tobago,Couva-Tabaquite-Talparo,3314,Mudslide,Downpour,0.0
4083,12/2/11,,Trinidad and Tobago,Borough of Arima,35000,Mudslide,Downpour,0.0
4085,12/4/11,3:00:00,Trinidad and Tobago,Sangre Grande,15968,Mudslide,Downpour,1.0
4087,12/6/11,,Venezuela,Distrito Federal,3000000,Landslide,Downpour,2.0
4088,12/7/11,,Colombia,Santander,1310,Mudslide,Downpour,2.0
4089,12/8/11,,Colombia,Cundinamarca,313945,Mudslide,Downpour,6.0
4091,12/13/11,,Colombia,Cauca,8751,Landslide,Downpour,1.0
4094,12/15/11,,Colombia,Caldas,5976,Landslide,Downpour,5.0
4095,12/15/11,,Colombia,Nariño,2394,Landslide,Downpour,9.0
4096,12/16/11,,Colombia,Magdalena,431781,Landslide,Downpour,1.0
4097,12/16/11,,Colombia,Caldas,9327,Landslide,Downpour,9.0
4104,12/23/11,,Colombia,Risaralda,179583,Landslide,Downpour,0.0
4105,12/23/11,0:00:00,United States,Pennsylvania,2449,Landslide,Downpour,0.0
4106,12/23/11,,United States,Kentucky,5338,Landslide,Downpour,0.0
4108,12/25/11,,Trinidad and Tobago,Tunapuna/Piarco,15067,Landslide,Downpour,0.0
4121,12/30/11,,Colombia,Antioquia,163007,Landslide,Downpour,3.0
4136,1/9/12,Late night,United States,Kentucky,5338,Mudslide,Continuous rain,0.0
4138,1/11/12,,United States,Pennsylvania,305704,Landslide,Rain,0.0
4174,1/27/12,,United States,Kentucky,4407,Mudslide,Rain,0.0
4175,1/27/12,,United States,Pennsylvania,3165,Mudslide,Rain,0.0
4200,2/15/12,Early morning,Peru,Ancash,0,Mudslide,Downpour,3.0
4239,3/2/12,,United States,West Virginia,1256,Mudslide,Rain,0.0
4249,3/8/12,19:00:00,United States,Kentucky,31364,Mudslide,Downpour,0.0
4252,3/9/12,,United States,Tennessee,2020,Landslide,Unknown,0.0
4256,3/13/12,,Ecuador,Manabi ,44751,Landslide,Downpour,20.0
4263,3/15/12,17:45:00,United States,Ohio,8375,Mudslide,Rain,0.0
4266,3/15/12,Night,United States,Kentucky,1461,Landslide,Downpour,0.0
4282,3/22/12,Early morning,United States,Kansas,6731,Mudslide,Downpour,0.0
4283,3/24/12,,Ecuador,Manabi ,14680,Mudslide,Downpour,0.0
4289,3/30/12,Late night,Haiti,Ouest,283052,Landslide,Downpour,6.0
4296,3/30/12,,United States,New York,2072,Landslide,Downpour,
4312,4/8/12, ,Haiti,Nord,32645,Landslide,Downpour,2.0
4320,4/12/12,,Colombia,Antioquia,9733,Landslide,Downpour,3.0
4327,4/18/12,,Trinidad and Tobago,Eastern Tobago,0,Landslide,Downpour,
4328,4/18/12,,Trinidad and Tobago,Tobago,17000,Landslide,Downpour,
4332,4/22/12,,Colombia,Caquetá,130337,Landslide,Downpour,4.0
4344,5/1/12,,United States,Kentucky,5338,Landslide,Downpour,
4351,5/5/12,,United States,West Virginia,2892,Landslide,Downpour,
4353,5/6/12,,United States,Kentucky,5955,Landslide,Downpour,
4354,5/6/12,,United States,Ohio,66982,Landslide,Downpour,
4358,5/13/12,,Costa Rica,Heredia,5745,Landslide,Downpour,
4361,5/15/12,,Guatemala,Quiché,11657,Landslide,Downpour,1.0
4364,5/24/12,,United States,Minnesota,9552,Mudslide,Downpour,
4374,5/30/12,,Trinidad and Tobago,Tunapuna/Piarco,15067,Landslide,Downpour,
4375,5/31/12,,Costa Rica,Guanacaste,7301,Landslide,Downpour,
4410,6/14/12,,Costa Rica,Limón,18231,Landslide,Downpour,
4412,6/15/12,,Mexico,Oaxaca,262566,Mudslide,Downpour,3.0
4450,7/6/12,,United States,Colorado,2450,Landslide,Rain,
4455,7/9/12,,United States,Colorado,1794,Landslide,Downpour,
4456,7/9/12,,United States,Colorado,1655,Mudslide,Downpour,
4470,8/12/12,,United States,Wyoming,9520,Mudslide,Downpour,
4474,8/14/12,,United States,Arkansas,466,Landslide,Downpour,
4491,8/17/12,,United States,California,51367,Mudslide,Downpour,
4510,8/23/12,,Trinidad and Tobago,Diego Martin,8140,Landslide,Tropical cyclone,
4511,8/23/12,,Trinidad and Tobago,Diego Martin,8140,Landslide,Downpour,
4512,8/23/12,,United States,Arizona,1445632,Mudslide,Downpour,
4518,8/27/12,21:00:00,Jamaica,Portland,2321,Landslide,Downpour,
4529,9/1/12,,United States,Utah,17781,Mudslide,Downpour,
4531,9/2/12,,United States,Utah,1247,Debris flow,Downpour,
4532,9/2/12,,United States,Utah,1247,Debris flow,Downpour,
4533,9/2/12,,United States,Utah,1247,Debris flow,Downpour,
4534,9/2/12,,United States,Utah,3260,Debris flow,Downpour,
4543,9/7/12,Night,Trinidad and Tobago,,8140,Mudslide,Downpour,
4558,9/16/12,Early morning,Trinidad and Tobago,City of Port of Spain,49031,Landslide,Downpour,
4568,9/18/12,,United States,Tennessee,20979,Landslide,Downpour,
4575,9/27/12,Morning,United States,Colorado,2450,Landslide,Downpour,
4576,9/27/12,Morning,United States,Colorado,5858,Landslide,Downpour,
4583,10/7/12,,Colombia,Huila,9481,Landslide,Downpour,10.0
4588,10/17/12,,Peru,San Martín,0,Landslide,Downpour,13.0
4593,10/23/12,,Costa Rica,San José,10028,Landslide,Tropical cyclone,
4599,10/30/12,,United States,New Hampshire,1213,Landslide,Tropical cyclone,1.0
4600,10/30/12,,United States,Pennsylvania,20313,Landslide,Tropical cyclone,
4604,11/1/12,Early morning,United States,Pennsylvania,3260,Landslide,Rain,
4606,11/2/12,,United States,Pennsylvania,305704,Landslide,Tropical cyclone,
4613,11/14/12,,United States,North Carolina,1192,Landslide,Rain,
4632,11/25/12,,Panama,Colón,76643,Landslide,Rain,2.0
4634,11/27/12,,Jamaica,Portland,1119,Landslide,Rain,
4637,11/28/12,,Colombia,Norte de Santander,2080,Landslide,Rain,
4647,12/2/12,,United States,Idaho,2991,Landslide,Rain,
4655,12/5/12,,Dominican Republic,Puerto Plata,146000,Landslide,Rain,
4672,12/21/12,11:50:00,United States,Pennsylvania,305704,Landslide,Rain,
4678,12/25/12,3:00:00,Trinidad and Tobago,Eastern Tobago,0,Landslide,Rain,
4679,12/25/12,3:00:00,Trinidad and Tobago,Eastern Tobago,0,Landslide,Rain,
4680,12/25/12,3:00:00,Trinidad and Tobago,Eastern Tobago,0,Landslide,Rain,
4688,12/29/12,15:32,Colombia,Huila,9829,Landslide,Mining digging,5.0
4710,1/13/13,,Canada,Ontario,115760,Mudslide,Rain,
4711,1/13/13,,United States,Kentucky,2583,Landslide,Rain,
4712,1/14/13,Morning,United States,Kentucky,225366,Landslide,Rain,
4714,1/15/13,,United States,North Carolina,1869,Mudslide,Rain,
4715,1/15/13,,United States,North Carolina,1150,Mudslide,Rain,
4716,1/15/13,,United States,Tennessee,178874,Landslide,Rain,
4717,1/16/13,9:40:00,United States,North Carolina,2138,Landslide,Rain,
4719,1/16/13,,United States,New Jersey,3279,Landslide,Downpour,
4720,1/16/13,,United States,North Carolina,6123,Landslide,Rain,
4721,1/16/13,,United States,Tennessee,2355,Mudslide,Rain,
4723,1/17/13,Morning,United States,North Carolina,620,Landslide,Rain,
4724,1/17/13,,United States,Pennsylvania,305704,Mudslide,Rain,
4725,1/18/13,,United States,North Carolina,1150,Mudslide,Rain,
4730,1/24/13,,Ecuador,Guayas,12205,Landslide,Rain,10.0
4742,1/30/13,,United States,Kentucky,777,Landslide,Rain,
4760,2/20/13,5:00:00,United States,Arizona,1443,Landslide,Unknown,
4771,3/12/13,Night,United States,Pennsylvania,1257,Landslide,Downpour,0.0
4776,3/18/13,,United States,Kentucky,28015,Landslide,Rain,
4789,3/28/13,0:30:00,Brazil,Amapá,83927,Landslide,Other,6.0
4802,4/10/13,21:30:00,United States,Utah,21785,Landslide,Mining digging,0.0
4804,4/15/13,Morning,United States,Pennsylvania,20079,Landslide,Downpour,0.0
4805,4/17/13,8:00:00,United States,Kentucky,6903,Landslide,Rain,
4806,4/17/13,23:30:00,United States,Iowa,67862,Mudslide,Rain,
4807,4/17/13,,United States,Kentucky,1461,Landslide,Rain,
4809,4/17/13,,United States,Kentucky,1745,Landslide,Rain,
4810,4/18/13,10:00:00,United States,Illinois,1427,Mudslide,Rain,
4811,4/18/13,,United States,Illinois,23402,Mudslide,Rain,
4821,4/23/13,,Ecuador,Esmeraldas,165216,Landslide,Rain,14.0
4822,4/25/13,,United States,North Carolina,872,Landslide,Rain,
4824,4/26/13,,Trinidad and Tobago,Tobago,17000,Landslide,Rain,
4828,4/29/13,,United States,Ohio,1791,Landslide,Rain,
4829,4/29/13,,United States,North Carolina,1171,Landslide,Rain,
4830,4/30/13,21:00:00,United States,Florida,28742,Mudslide,Rain,
4835,5/6/13,2:00:00,United States,North Carolina,7848,Mudslide,Rain,1.0
4837,5/6/13,,United States,North Carolina,18228,Landslide,Rain,
4838,5/6/13,,United States,North Carolina,4227,Landslide,Rain,
4839,5/6/13,,United States,North Carolina,2031,Mudslide,Rain,
4841,5/7/13,,United States,Kentucky,4407,Landslide,Rain,
4842,5/7/13,,United States,Kentucky,1732,Mudslide,Rain,
4843,5/7/13,,United States,North Carolina,4227,Mudslide,Rain,
4844,5/7/13,,United States,North Carolina,1192,Landslide,Rain,
4850,5/8/13,,United States,North Carolina,1424,Landslide,Rain,
4862,5/13/13,,U.S. Virgin Islands,Saint John Island,2743,Mudslide,Rain,
4863,5/13/13,,United States,Tennessee,2355,Landslide,Downpour,
4866,5/15/13,,United States,North Carolina,7848,Mudslide,Rain,
4868,5/19/13,,United States,Georgia,2536,Landslide,Rain,
4871,5/22/13,21:30:00,United States,South Carolina,1312,Landslide,Rain,
4872,5/22/13,1:13,United States,Minnesota,19540,Rockfall,Rain,2.0
4874,5/26/13,,Mexico,Hidalgo,33196,Landslide,Rain,7.0
4877,5/27/13,,United States,Missouri,17916,Landslide,Rain,0.0
4879,5/28/13,,Panama,Colón,1274,Landslide,Downpour,0.0
4880,5/28/13,,Panama,Colón,3302,Landslide,Downpour,0.0
4881,5/28/13,,Panama,Colón,76643,Landslide,Downpour,0.0
4884,5/29/13,Early morning,United States,Illinois,40633,Landslide,Downpour,0.0
4886,5/29/13,,United States,New York,1213,Mudslide,Downpour,0.0
4890,5/31/13,,Ecuador,Pichincha,26582,Landslide,Downpour,0.0
4893,6/1/13,,United States,South Dakota,3124,Mudslide,Rain,0.0
4902,6/6/13,10:00:00,United States,New York,1213,Mudslide,Downpour,0.0
4907,6/7/13,,United States,Connecticut,3554,Mudslide,Tropical cyclone,0.0
4909,6/10/13,19:30:00,United States,Pennsylvania,1526006,Mudslide,Downpour,0.0
4918,6/13/13,,United States,Kentucky,1461,Mudslide,Rain,0.0
4919,6/14/13,Morning,Trinidad and Tobago,Tunapuna/Piarco,17758,Landslide,Downpour,0.0
4922,6/16/13,0:00:00,United States,New York,1500,Mudslide,Rain,0.0
4935,6/17/13,4:30:00,United States,New York,1213,Mudslide,Downpour,0.0
4961,6/18/13,,United States,Vermont,1162,Landslide,Rain,0.0
4971,6/23/13,3:20:00,United States,Iowa,3897,Mudslide,Downpour,0.0
4972,6/23/13,,United States,New York,2598,Mudslide,Downpour,0.0
4973,6/24/13,9:00:00,United States,Wisconsin,3231,Mudslide,Downpour,0.0
4977,6/24/13,,United States,Wisconsin,5911,Landslide,Rain,0.0
4980,6/25/13,10:30:00,United States,Minnesota,2868,Rockfall,Downpour,
4985,6/26/13,8:00:00,United States,New York,1213,Mudslide,Downpour,0.0
4986,6/26/13,Late afternoon,United States,Wisconsin,1418,Mudslide,Downpour,0.0
4989,6/27/13,18:00:00,United States,Pennsylvania,14324,Mudslide,Downpour,0.0
4992,6/27/13,,United States,New York,47376,Mudslide,Rain,0.0
4994,6/28/13,20:45:00,United States,Colorado,2450,Mudslide,Downpour,0.0
4998,6/29/13,,United States,Pennsylvania,5565,Landslide,Unknown,0.0
5003,7/1/13,Night,United States,Colorado,4992,Mudslide,Downpour,0.0
5004,7/1/13,Night,United States,Kentucky,5338,Mudslide,Downpour,0.0
5008,7/1/13,,United States,North Carolina,1655,Landslide,Downpour,0.0
5009,7/1/13,,United States,North Carolina,2588,Landslide,Downpour,0.0
5010,7/1/13,,United States,Pennsylvania,11372,Landslide,Downpour,0.0
5018,7/3/13,Night,United States,Virginia,24922,Landslide,Rain,0.0
5019,7/4/13,21:00:00,United States,North Carolina,83393,Landslide,Flooding,0.0
5020,7/4/13,23:30:00,United States,Wyoming,9520,Mudslide,Rain,0.0
5025,7/4/13,,United States,North Carolina,6123,Landslide,Continuous rain,0.0
5026,7/4/13,,United States,North Carolina,83393,Landslide,Downpour,
5027,7/4/13,,United States,North Carolina,6123,Landslide,Downpour,
5028,7/4/13,,United States,North Carolina,83393,Landslide,Downpour,
5029,7/4/13,,United States,North Carolina,6123,Landslide,Downpour,
5030,7/4/13,,United States,North Carolina,1241,Landslide,Downpour,0.0
5031,7/4/13,,United States,North Carolina,7609,Landslide,Rain,0.0
5033,7/5/13,2:30:00,United States,Utah,1932,Landslide,Downpour,0.0
5035,7/5/13,23:30:00,United States,Utah,1932,Landslide,Downpour,0.0
5038,7/6/13,15:15:00,United States,Utah,9796,Landslide,Downpour,0.0
5041,7/6/13,Night,United States,Utah,15523,Mudslide,Downpour,0.0
5042,7/6/13,Night,United States,Utah,9796,Mudslide,Downpour,0.0
5046,7/6/13,,United States,New York,8053,Mudslide,Rain,0.0
5048,7/7/13,Morning,United States,Kentucky,2231,Mudslide,Continuous rain,0.0
5055,7/7/13,,United States,North Carolina,1241,Landslide,Downpour,0.0
5059,7/8/13,15:00:00,United States,New Mexico,1770,Mudslide,Downpour,0.0
5060,7/8/13,Morning,United States,New York,2199,Mudslide,Downpour,0.0
5061,7/8/13,,United States,Kentucky,2231,Landslide,Unknown,0.0
5067,7/9/13,,Cuba,Artemisa Province,7205,Landslide,Downpour,0.0
5070,7/10/13,13:30:00,United States,Colorado,2193,Mudslide,Rain,0.0
5071,7/10/13,Afternoon,United States,Colorado,4992,Mudslide,Rain,0.0
5077,7/10/13,,United States,Colorado,4992,Mudslide,Downpour,0.0
5078,7/11/13,,United States,West Virginia,1779,Landslide,Rain,0.0
5080,7/12/13,15:25:00,United States,Colorado,2450,Mudslide,Downpour,0.0
5081,7/12/13,16:00:00,United States,Colorado,2450,Landslide,Downpour,0.0
5083,7/12/13,Afternoon,United States,Nevada,24085,Debris flow,Rain,0.0
5089,7/12/13,,United States,Colorado,2450,Mudslide,Downpour,0.0
5090,7/12/13,,United States,West Virginia,51400,Mudslide,Rain,0.0
5104,7/14/13,,United States,North Carolina,4051,Mudslide,Rain,0.0
5105,7/15/13,Night,United States,North Carolina,698,Landslide,Rain,0.0
5109,7/16/13,18:00:00,United States,Colorado,1320,Mudslide,Rain,
5110,7/16/13,18:00:00,United States,Colorado,1320,Mudslide,Downpour,0.0
5111,7/16/13,19:45:00,United States,Utah,9555,Mudslide,Rain,0.0
5113,7/16/13,Late night,United States,Utah,47407,Mudslide,Rain,0.0
5114,7/16/13,Late night,United States,Utah,15523,Mudslide,Rain,0.0
5115,7/16/13,Night,United States,Utah,1626,Mudslide,Downpour,0.0
5116,7/16/13,Night,United States,Utah,15523,Mudslide,Downpour,0.0
5121,7/17/13,16:00:00,United States,Colorado,2826,Mudslide,Downpour,0.0
5124,7/17/13,,United States,Montana,1271,Mudslide,Downpour,0.0
5125,7/18/13,Afternoon,United States,Arizona,7247,Debris flow,Downpour,0.0
5127,7/18/13,,United States,Colorado,5858,Landslide,Rain,0.0
5128,7/18/13,,Colombia,Caquetá,130337,Landslide,Downpour,6.0
5131,7/18/13,,United States,Colorado,2692,Mudslide,Downpour,0.0
5132,7/18/13,,United States,Colorado,1027,Mudslide,Downpour,0.0
5133,7/18/13,,United States,Colorado,2826,Mudslide,Downpour,0.0
5134,7/18/13,,United States,Colorado,6427,Mudslide,Downpour,0.0
5137,7/19/13,,United States,Arizona,4885,Landslide,Downpour,0.0
5141,7/20/13,15:00:00,United States,New Mexico,1770,Mudslide,Rain,0.0
5156,7/22/13,Late morning,United States,California,3583,Mudslide,Downpour,0.0
5172,7/23/13,,United States,Pennsylvania,28386,Landslide,Rain,0.0
5173,7/23/13,,United States,Pennsylvania,28386,Landslide,Rain,0.0
5174,7/23/13,,United States,Pennsylvania,7862,Landslide,Downpour,0.0
5175,7/23/13,,United States,Pennsylvania,7862,Landslide,Downpour,0.0
5185,7/24/13,,United States,Ohio,1592,Mudslide,Downpour,
5186,7/24/13,,United States,West Virginia,1779,Landslide,Downpour,
5188,7/25/13,4:55:00,United States,Ohio,1592,Mudslide,Rain,0.0
5190,7/25/13,10:00:00,United States,West Virginia,1554,Landslide,Downpour,0.0
5191,7/25/13,15:25:00,United States,Colorado,2450,Mudslide,Downpour,0.0
5192,7/25/13,15:30:00,Colombia,Huila,3942,Rockfall,Rain,5.0
5212,7/27/13,Night,United States,North Carolina,40010,Mudslide,Rain,0.0
5216,7/27/13,,United States,North Carolina,2112,Landslide,Rain,
5219,7/28/13,6:15:00,United States,Colorado,2450,Mudslide,Downpour,
5221,7/28/13,17:15:00,United States,Colorado,2450,Mudslide,Downpour,
5229,7/28/13,,United States,Colorado,1451,Debris flow,Downpour,0.0
5242,7/31/13,Night,United States,Georgia,3684,Mudslide,Rain,
5243,7/31/13,Night,United States,Georgia,3684,Mudslide,Rain,
5245,8/1/13,Early morning,United States,Alabama,15326,Landslide,Rain,0.0
5246,8/1/13,Early morning,Panama,Colón,3302,Mudslide,Downpour,4.0
5248,8/1/13,,United States,Utah,3260,Mudslide,Downpour,0.0
5249,8/1/13,,United States,Utah,3260,Debris flow,Rain,0.0
5299,8/9/13,Night,United States,Colorado,4992,Debris flow,Rain,1.0
5318,8/13/13,16:58:00,United States,Kentucky,1706,Mudslide,Downpour,0.0
5319,8/13/13,Afternoon,United States,West Virginia,5366,Landslide,Downpour,0.0
5345,8/17/13,,United States,Alabama,9015,Landslide,Tropical cyclone,
5350,8/18/13,Afternoon,United States,Nevada,24085,Debris flow,Downpour,0.0
5351,8/18/13,Afternoon,United States,Nevada,36441,Debris flow,Downpour,0.0
5385,8/22/13,23:30:00,United States,Utah,9555,Mudslide,Downpour,0.0
