PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
528108160,60,RL,109.0,14154,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,0,0,,,,0,8,2007,New,Partial,280000
528110040,20,RL,107.0,13891,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,2552.0,GasA,Ex,Y,SBrkr,2552,0,0,2552,1.0,0.0,2,0,3,1,Ex,8,Typ,2,Ex,Attchd,2007.0,Fin,3.0,932.0,TA,TA,Y,130,28,0,0,0,0,,,,0,10,2007,New,Partial,479069
528110070,20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3.0,895.0,TA,TA,Y,315,45,0,0,0,0,,,,0,7,2007,New,Partial,395000
528110100,60,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,0,2643,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,414,84,0,0,0,0,,,,0,3,2007,WD ,Normal,380000
528112150,20,RL,98.0,11428,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1626.0,1626.0,GasA,Ex,Y,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,866.0,TA,TA,Y,0,44,0,0,0,0,,,,0,5,2007,WD ,Normal,250000
528114050,20,RL,110.0,14977,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,0.0,626.0,1976.0,GasA,Ex,Y,SBrkr,1976,0,0,1976,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,250,63,0,0,0,0,,,,0,7,2007,New,Partial,440000
528118040,60,RL,118.0,13654,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,2758,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Ex,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,,,,0,5,2007,WD ,Normal,418000
528118050,20,RL,59.0,17169,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,Unf,0.0,636.0,2320.0,GasA,Ex,Y,SBrkr,2290,0,0,2290,2.0,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,1174.0,TA,TA,Y,192,30,0,0,0,0,,,,0,8,2007,New,Partial,500067
528120010,60,RL,134.0,16659,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,1582,570,0,2152,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,2007.0,Unf,2.0,728.0,TA,TA,Y,0,368,0,0,0,0,,,,0,6,2007,New,Partial,260116
528120150,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3.0,852.0,TA,TA,Y,192,151,0,0,0,0,,,,0,10,2007,WD ,Normal,317000
528142050,60,RL,82.0,9709,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,778.0,Unf,0.0,140.0,918.0,GasA,Ex,Y,SBrkr,958,1142,0,2100,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Gd,BuiltIn,2007.0,Fin,3.0,786.0,TA,TA,Y,172,104,0,0,0,0,,,,0,9,2007,New,Partial,319500
528144050,60,RL,86.0,10562,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,789.0,TA,TA,Y,178,120,0,0,0,0,,,,0,11,2007,New,Partial,325624
528150040,20,RL,94.0,13615,Pave,,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,,,,0,6,2007,WD ,Normal,372000
528150110,60,RL,99.0,13069,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,2956,0.0,0.0,2,1,5,1,Ex,11,Typ,1,Ex,BuiltIn,2004.0,RFn,3.0,916.0,TA,TA,Y,194,50,0,0,0,0,,,,0,8,2007,WD ,Normal,342000
528150120,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,872.0,TA,TA,Y,184,154,0,0,0,0,,,,0,6,2007,WD ,Normal,354000
528166150,60,RL,110.0,14277,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,2385,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,,,,0,1,2007,WD ,Normal,350000
528168040,60,RL,93.0,11999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1234,1140,0,2374,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,656.0,TA,TA,Y,104,100,0,0,0,0,,,,0,5,2007,WD ,Normal,285000
528172030,60,RL,,12568,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,GLQ,669.0,Unf,0.0,226.0,895.0,GasA,Ex,Y,SBrkr,895,923,0,1818,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,774.0,TA,TA,Y,196,104,0,0,0,0,,,,0,8,2007,New,Partial,281500
528172050,20,RL,70.0,9926,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,100,38,0,0,0,0,,,,0,5,2007,WD ,Normal,245700
528172070,20,RL,71.0,9254,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,,,,0,1,2007,WD ,Normal,232698
528172075,60,RL,92.0,10732,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,1298,530,0,1828,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,BuiltIn,2006.0,RFn,3.0,876.0,TA,TA,Y,0,40,0,0,0,0,,,,0,2,2007,New,Partial,250000
528174010,120,RL,61.0,7577,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,,,,0,6,2007,WD ,Normal,194700
528174020,120,RL,34.0,3901,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,,,,0,8,2007,New,Partial,204000
528174030,120,RL,34.0,3903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2.0,631.0,TA,TA,Y,110,50,0,0,0,0,,,,0,5,2007,WD ,Normal,200000
528174040,120,RL,41.0,6289,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,,,,0,6,2007,WD ,Normal,207000
528181060,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,,,,0,8,2007,WD ,Normal,209500
528181070,120,RL,34.0,4590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,,,,0,5,2007,CWD,Normal,209500
528181080,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,0,,,,0,10,2007,WD ,Normal,202500
528186050,120,RL,48.0,7841,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,848.0,Unf,0.0,729.0,1577.0,GasA,Ex,Y,SBrkr,1577,0,0,1577,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,203,39,0,0,0,0,,,,0,5,2007,WD ,Normal,280000
528186090,120,RL,60.0,7313,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,GasA,Ex,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,TA,Y,203,47,0,0,0,0,,,,0,8,2007,WD ,Normal,277500
528186120,120,RL,68.0,7820,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1869.0,1869.0,GasA,Ex,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,617.0,TA,TA,Y,210,54,0,0,0,0,,,,0,12,2007,New,Partial,318061
528186190,120,RL,48.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,550.0,TA,TA,Y,0,38,0,0,0,0,,,,0,9,2007,New,Partial,221370
528188160,120,RL,48.0,3242,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,136,36,0,0,0,0,,,,0,3,2007,WD ,Normal,200000
528218010,60,RL,59.0,15810,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,728,0,1496,0.0,0.0,3,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Unf,2.0,572.0,TA,TA,Y,100,0,0,0,0,0,,,,0,5,2007,New,Partial,181755
528218020,60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,100,38,0,0,0,0,,,,0,6,2007,WD ,Normal,176000
528218050,60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,783,701,0,1484,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,393.0,TA,TA,Y,0,72,0,0,0,0,,,,0,7,2007,New,Partial,178900
528218100,60,RL,58.0,13204,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,1458,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,BuiltIn,2007.0,Fin,2.0,454.0,TA,TA,Y,100,33,0,0,0,0,,,,0,5,2007,New,Partial,168165
528221030,60,RL,62.0,8857,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Ex,Y,SBrkr,738,757,0,1495,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,100,30,0,0,0,0,,,,0,3,2007,New,Partial,171925
528221040,60,RL,63.0,9729,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,1048,0,1746,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Unf,3.0,350.0,TA,TA,Y,0,34,0,0,0,0,,,,0,6,2007,New,Partial,198444
528221050,20,RL,88.0,12216,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Ex,Y,SBrkr,1326,0,0,1326,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,Fin,2.0,388.0,TA,TA,Y,120,23,0,0,0,0,,,Shed,2000,6,2007,WD ,Normal,203000
528221090,60,RL,65.0,9018,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,,,,0,7,2007,New,Partial,179540
528222030,20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,436.0,TA,TA,Y,0,22,0,0,0,0,,,,0,8,2007,New,Partial,176485
528222040,20,RL,73.0,8899,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,100,30,0,0,0,0,,,,0,8,2007,New,Partial,181134
528222050,60,RL,73.0,8499,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,Ex,Y,SBrkr,616,796,0,1412,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,432.0,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2007,New,Partial,156932
528222060,60,RL,72.0,8229,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Ex,Y,SBrkr,752,752,0,1504,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,100,32,0,0,0,0,,,,0,12,2007,New,Partial,166000
528222080,60,RL,64.0,7713,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,,,,0,7,2007,New,Partial,177594
528222090,20,RL,64.0,7697,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Ex,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,New,Partial,173500
528228270,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,144,16,0,0,0,0,,,,0,6,2007,New,Partial,172500
