"id","nationality","sex","height","weight","sport","gold","silver","bronze"
"925589540","KEN","female","2.03","61","rugby sevens","0","0","0"
"24311177","CHN","female","1.85","63","athletics","0","0","0"
"41586210","CHN","female","1.82","75","rowing","0","0","0"
"348322475","CHN","female","1.72","51","gymnastics","0","0","0"
"439546048","CHN","female","1.63","51","athletics","0","0","0"
"399160547","CHN","female","1.74","72","athletics","0","0","0"
"745922840","SWE","female","1.8","79","handball","0","0","0"
"485795887","NOR","female","1.75","","handball","0","0","1"
"502728742","SWE","female","1.78","69","canoe","0","0","0"
"517447697","SWE","female","1.86","82","handball","0","0","0"
"514401054","MEX","male","1.74","65","badminton","0","0","0"
"542689552","GER","male","1.86","83","hockey","0","0","1"
"983582126","CUB","male","1.9","70","rowing","0","0","0"
"557752206","GER","female","1.55","58","hockey","0","0","1"
"416331629","GER","female","1.68","63","cycling","0","0","0"
"135005136","NZL","female","1.68","63","canoe","1","0","1"
"922248644","SWE","female","1.73","68","football","0","1","0"
"191131636","AUS","female","1.68","65","sailing","0","1","0"
"954723577","AUT","female","1.57","55","gymnastics","0","0","0"
"25397368","SWE","female","1.65","60","sailing","0","0","0"
"128351056","GER","female","1.83","69","aquatics","0","0","0"
"221215315","GER","female","1.67","50","athletics","0","0","0"
"211903668","AUS","female","1.57","44","athletics","0","0","0"
"18063764","GER","female","1.7","62","cycling","0","0","0"
"526656164","GER","female","1.71","57","athletics","0","0","0"
"765502625","SWE","female","1.76","60","triathlon","0","0","0"
"620856226","CAN","female","1.78","76","rowing","0","0","0"
"298441762","GER","female","1.79","62","athletics","0","0","0"
"130489647","GER","female","1.73","76","rowing","1","0","0"
"467310646","GER","female","1.72","61","hockey","0","0","1"
"241114049","GER","female","1.8","68","archery","0","1","0"
"437677562","GER","female","1.71","67","football","0","0","0"
"700918622","AUT","female","1.74","63","aquatics","0","0","0"
"713570964","AUS","female","1.56","56","football","0","0","0"
"531666136","CUB","female","1.67","69","cycling","0","0","0"
"268135411","ARG","male","1.81","79","football","0","0","0"
"398635028","NED","female","1.75","65","athletics","0","0","0"
"21753483","DEN","female","1.79","71","rowing","0","0","0"
"155823041","CUB","female","1.68","58","athletics","0","0","0"
"13117642","SEY","female","1.72","55","athletics","0","0","0"
"461845874","ECU","female","1.77","58","wrestling","0","0","0"
"728085851","FIJ","female","1.8","76","rugby sevens","0","0","0"
"380475095","MAS","female","1.66","56","badminton","0","1","0"
"82572587","UKR","male","1.86","86","aquatics","0","0","0"
"307207034","UKR","female","1.62","65","cycling","0","0","0"
"737904041","RUS","female","1.8","70","sailing","0","0","0"
"35679352","UKR","female","1.76","65","tennis","0","0","0"
"672950250","CUB","male","1.7","74","wrestling","0","0","0"
"537422944","CUB","male","2.01","96","volleyball","0","0","0"
"345846661","ITA","male","1.83","72","rowing","0","0","0"
"836548598","CAN","female","1.85","75","basketball","0","0","0"
"463712046","CHN","female","1.74","71","sailing","0","0","0"
"887425403","IRL","female","1.65","51","athletics","0","0","0"
"225973698","MGL","female","1.8","80","judo","0","0","0"
"546982242","FRA","female","1.6","51","gymnastics","0","0","0"
"612340234","USA","male","1.76","72","athletics","0","0","0"
"338570667","USA","male","1.75","58","gymnastics","0","0","0"
"92285054","BRA","female","1.68","70","badminton","0","0","0"
"586219392","FRA","male","1.77","81","judo","0","0","0"
"999987786","BEL","male","1.81","78","hockey","0","1","0"
"774306010","NED","female","1.78","72","handball","0","0","0"
"508980654","ESP","male","1.87","120","athletics","0","0","0"
"667499984","GBR","female","1.66","51","aquatics","0","0","0"
"974884842","HKG","female","1.69","56","badminton","0","0","0"
"270039898","ESP","female","1.72","74","hockey","0","0","0"
"993580824","UKR","female","1.69","52","aquatics","0","0","0"
"962247263","JPN","male","1.77","92","rugby sevens","0","0","0"
"366057032","CHN","male","1.88","81","badminton","1","0","0"
"865328770","MEX","male","1.9","85","aquatics","0","0","0"
"736738706","CHN","male","1.75","72","table tennis","2","0","0"
"399910648","NED","female","1.92","77","volleyball","0","0","0"
"779658344","ROU","female","1.68","60","fencing","1","0","0"
"398479062","BRA","female","1.6","51","aquatics","0","0","0"
"180299954","POR","female","1.7","60","athletics","0","0","0"
"554615022","AZE","male","1.85","","boxing","0","1","0"
"636450373","ITA","female","1.74","63","fencing","0","0","0"
"634263213","ISR","female","1.65","52","athletics","0","0","0"
"904651975","GBR","female","1.79","65","athletics","0","0","0"
"753835891","BRA","female","1.53","50","gymnastics","0","0","0"
"399652811","FRA","male","1.86","76","aquatics","0","0","0"
"345563722","JPN","male","1.89","99","rugby sevens","0","0","0"
"809986793","FIN","female","1.64","58","cycling","0","0","0"
"97180847","SWE","female","1.79","66","football","0","1","0"
"421793519","DEN","female","1.83","75","aquatics","0","0","0"
"290076256","BEL","female","1.71","66","cycling","0","0","0"
"224274265","BEL","male","1.86","79","aquatics","0","0","0"
"99752368","RSA","male","1.73","58","cycling","0","0","0"
"84986974","GBR","male","1.8","78","gymnastics","0","1","0"
"677916006","FRA","female","1.68","56","football","0","0","0"
"23974217","USA","female","1.66","56","sailing","0","0","0"
"22758388","GBR","female","1.72","70","canoe","0","0","0"
"544547565","AUS","female","1.83","72","volleyball","0","0","0"
"347394915","GBR","female","1.68","63","athletics","0","0","0"
"59039148","BEL","female","1.81","60","athletics","0","0","0"
"602283676","SWE","female","1.87","72","aquatics","0","0","0"
"809952135","SWE","female","1.64","62","handball","0","0","0"
"394180888","FRA","female","1.67","55","gymnastics","0","0","0"
"850074642","ESP","female","1.73","53","gymnastics","0","1","0"
"911242137","SWE","female","1.69","57","athletics","0","0","0"
"105066319","CHN","female","1.6","55","canoe","0","0","0"
"276246857","BRA","male","1.8","71","football","1","0","0"
"642783989","BRA","male","1.83","79","football","1","0","0"
"156350082","GEO","female","1.72","55","gymnastics","0","0","0"
"682800627","KSA","female","1.52","45","fencing","0","0","0"
"475847268","CZE","male","1.93","82","table tennis","0","0","0"
"878070410","FRA","male","1.82","86","handball","0","1","0"
"642947259","ITA","male","1.87","93","rowing","0","0","0"
"338874266","ITA","male","1.79","69","cycling","0","0","0"
"554715039","USA","male","1.88","95","aquatics","0","0","0"
"741078160","ITA","male","1.92","80","aquatics","0","0","0"
"659816292","ITA","male","1.91","78","aquatics","0","0","0"
"313498882","ITA","male","1.87","82","aquatics","0","0","0"
"543136851","ARG","male","1.86","82","hockey","1","0","0"
"129051185","ITA","male","1.85","76","aquatics","0","0","0"
"537669111","ITA","male","1.74","69","equestrian","0","0","0"
"141527506","ITA","male","2.0","95","volleyball","0","1","0"
"564323858","CAN","male","1.83","69","athletics","0","0","0"
"129309426","ARG","male","1.68","60","sailing","0","0","0"
"604160230","BRA","male","1.85","88","handball","0","0","0"
"711817435","BRA","male","1.75","51","athletics","0","0","0"
"243504044","FRA","male","1.8","80","archery","0","0","0"
"599092094","BRA","male","1.7","84","rugby sevens","0","0","0"
"489045674","GER","male","1.83","77","athletics","0","0","0"
"79045868","USA","male","1.81","79","shooting","0","0","0"
"78252233","BRA","male","1.72","62","hockey","0","0","0"
"199482882","ARG","male","1.77","74","hockey","1","0","0"
"517848380","ARG","male","1.69","73","football","0","0","0"
"988887897","ARG","male","1.88","88","hockey","1","0","0"
"81328247","BRA","male","2.09","101","volleyball","1","0","0"
"548331359","GER","male","1.87","70","rowing","0","0","0"
"505340328","SUI","male","1.83","75","rowing","1","0","0"
"612347154","ARG","male","1.72","75","hockey","1","0","0"
"249567858","ARG","female","1.71","64","sailing","0","0","0"
"668932185","ARG","female","1.95","92","volleyball","0","0","0"
"546619067","ARG","female","1.78","71","handball","0","0","0"
"542002382","SVK","female","1.72","58","athletics","0","0","0"
"752386508","ESP","female","1.63","51","hockey","0","0","0"
"480093608","BIH","female","1.66","48","athletics","0","0","0"
"901297411","ARG","female","1.73","59","rowing","0","0","0"
"299729150","BRA","female","1.71","74","football","0","0","0"
"371222775","POR","female","1.75","55","equestrian","0","0","0"
"45981048","ARG","female","1.7","68","handball","0","0","0"
"422969496","ARG","female","1.69","65","handball","0","0","0"
"345497174","BRA","female","1.69","64","aquatics","0","0","0"
"95393469","ARG","male","1.76","63","triathlon","0","0","0"
"55174907","ARG","male","1.91","98","volleyball","0","0","0"
"678484438","CZE","female","1.78","70","tennis","0","0","1"
"801203222","CZE","female","1.77","67","tennis","0","0","1"
"822537753","CZE","female","1.75","60","aquatics","0","0","0"
"395171804","SUI","male","1.84","82","sailing","0","0","0"
"894482944","AUS","male","1.77","70","canoe","0","0","0"
"300937912","CRO","female","1.7","52","taekwondo","0","0","0"
"829679838","ESP","female","1.96","93","basketball","0","1","0"
"508413234","ITA","female","1.62","82","archery","0","0","0"
"949015694","ARG","female","1.6","57","hockey","0","0","0"
"61310516","USA","female","1.66","55","equestrian","0","1","0"
"158550880","NZL","female","1.68","53","athletics","0","0","0"
"645035836","AUS","female","1.74","67","rowing","0","0","0"
"803793188","GER","male","1.9","85","equestrian","0","0","1"
"721221132","SUI","male","1.68","60","judo","0","0","0"
"549211335","FRA","male","1.98","100","handball","0","1","0"
"5384302","FRA","male","1.95","88","equestrian","0","0","0"
"906835303","ITA","male","1.65","57","gymnastics","0","0","0"
"870285108","FRA","male","1.8","67","athletics","0","0","0"
"551941271","AUT","male","1.7","60","judo","0","0","0"
"736364717","SWE","male","1.84","72","equestrian","0","0","0"
"708479059","DOM","male","1.63","55","athletics","0","0","0"
"729320329","ITA","male","1.7","79","shooting","0","0","0"
"498891159","VAN","male","1.87","80","rowing","0","0","0"
"354961149","VEN","male","1.81","97","wrestling","0","0","0"
"237111206","DOM","male","1.48","56","weightlifting","0","0","0"
"725379575","VEN","male","1.6","50","athletics","0","0","0"
"116880876","ARG","male","1.72","57","athletics","0","0","0"
"23362328","GER","male","1.76","82","cycling","0","0","0"
"138487719","VEN","male","1.76","","boxing","0","0","0"
"975670610","DOM","male","1.83","65","athletics","0","0","0"
"660174272","CUB","male","1.79","69","aquatics","0","0","0"
"133697198","MEX","male","1.73","61","cycling","0","0","0"
"600419040","COL","male","1.66","60","athletics","0","0","0"
"873077126","PER","male","1.66","61","athletics","0","0","0"
"219480043","COL","male","1.86","81","football","0","0","0"
"854498717","COL","male","1.65","69","weightlifting","0","0","1"
"339149887","PUR","male","1.98","73","athletics","0","0","0"
"717592446","HON","male","1.83","84","football","0","0","0"
"920379695","ESA","male","","","athletics","0","0","0"
"851144245","VEN","male","1.79","","boxing","0","0","0"
"536738422","GUA","male","1.82","74","aquatics","0","0","0"
"141098484","PER","male","1.6","50","athletics","0","0","0"
"772996626","ARG","male","2.04","108","basketball","0","0","0"
"854151517","COL","male","1.87","76","football","0","0","0"
"530819042","BRA","female","1.66","54","aquatics","0","0","0"
"868186831","COK","female","1.65","100","weightlifting","0","0","0"
"153439760","GER","female","1.65","63","wrestling","0","0","0"
"22717911","ANG","female","1.8","62","handball","0","0","0"
"505599669","FIJ","female","1.75","63","rugby sevens","0","0","0"
"52637843","ITA","female","1.73","67","aquatics","0","0","0"
"788404828","GER","female","1.77","78","judo","0","0","0"
"706961920","DOM","male","1.83","57","taekwondo","0","0","1"
"976439894","BRA","male","1.9","86","athletics","0","0","0"
"705013077","BRA","male","1.74","69","aquatics","0","0","0"
"524518675","BRA","male","1.96","89","volleyball","1","0","0"
"713630406","BRA","male","1.81","82","aquatics","0","0","0"
"826163083","BRA","female","1.65","64","rugby sevens","0","0","0"
"396150268","BRA","female","1.82","79","aquatics","0","0","0"
"837407916","UZB","female","1.66","53","gymnastics","0","0","0"
"915002256","ALB","female","1.59","45","athletics","0","0","0"
"117132954","KAZ","female","1.62","42","archery","0","0","0"
"280621392","BRA","female","1.68","58","equestrian","0","0","0"
"623136878","CRO","male","2.02","94","basketball","0","0","0"
"302739733","SLO","male","1.73","72","canoe","0","0","0"
"366132937","CRO","male","1.95","90","aquatics","0","1","0"
"17097553","CRO","male","1.82","90","handball","0","0","0"
"402639302","SLO","male","1.92","83","athletics","0","0","0"
"398703913","FRA","male","2.02","108","handball","0","1","0"
"504359994","CRO","male","1.95","106","aquatics","0","1","0"
"504597254","CRO","male","1.9","78","sailing","0","0","0"
"189960390","CRO","male","2.03","98","handball","0","0","0"
"644882024","GER","male","1.72","64","gymnastics","0","0","0"
"924122874","DEN","male","1.87","81","football","0","0","0"
"330673646","CZE","male","1.78","65","athletics","0","0","0"
"608004854","CZE","male","1.89","89","rowing","0","0","0"
"51396878","GER","male","1.89","84","football","0","1","0"
"921390591","CZE","male","1.97","105","judo","1","0","0"
"877299705","CZE","male","1.86","110","athletics","0","0","0"
"856483693","SWE","male","1.94","97","handball","0","0","0"
"13539214","CZE","male","1.95","82","tennis","0","0","0"
"934798797","CZE","male","1.87","90","canoe","0","0","1"
"347976859","AUT","male","1.96","136","athletics","0","0","0"
"997459236","SUI","male","1.75","72","canoe","0","0","0"
"587024656","POL","male","1.94","104","handball","0","0","0"
"704816796","POL","male","1.9","95","athletics","0","0","0"
"578022674","POL","male","1.84","75","athletics","0","0","0"
"915253145","POL","male","1.91","90","tennis","0","0","0"
"91523255","POL","male","1.94","76","athletics","0","0","0"
"374551802","POL","male","1.78","73","sailing","0","0","0"
"966057256","MLT","male","","","athletics","0","0","0"
"347048162","GBR","male","1.87","81","athletics","0","0","0"
"978732566","AUS","male","1.83","70","athletics","0","0","0"
"251226899","GBR","male","1.67","59","sailing","0","0","0"
"893167750","CAN","male","1.73","68","sailing","0","0","0"
"42399683","KOS","male","1.94","88","aquatics","0","0","0"
"78006686","CHN","male","1.7","67","wrestling","0","0","0"
"537472547","RSA","male","1.62","53","athletics","0","0","0"
"278272710","ANG","female","1.7","63","handball","0","0","0"
"387196979","RSA","male","1.72","50","athletics","0","0","0"
"488085087","GBR","male","1.91","80","taekwondo","0","1","0"
"845474841","BRA","male","1.84","77","athletics","0","0","0"
"14088740","NZL","female","1.72","68","canoe","0","1","0"
"905348917","RSA","male","","","athletics","0","1","0"
"859949812","VIE","female","1.72","60","rowing","0","0","0"
"817621896","KEN","female","1.57","45","athletics","0","0","0"
"409442789","BOT","female","","","athletics","0","0","0"
"212107375","NZL","male","1.67","65","golf","0","1","0"
"365605339","USA","female","1.63","69","shooting","0","0","0"
"928938439","AUS","female","1.75","65","football","0","0","0"
"893383982","ALG","male","1.85","100","judo","0","0","0"
"529259909","CAN","female","1.57","51","shooting","0","0","0"
"146583581","PUR","female","1.88","74","volleyball","0","0","0"
"356436591","AUS","female","1.76","61","equestrian","0","0","0"
"127921496","ZIM","female","1.61","56","football","0","0","0"
"437144743","RSA","female","1.69","60","athletics","0","0","0"
"69224048","USA","female","1.71","56","equestrian","0","0","0"
"451602579","GBR","female","1.74","58","athletics","0","0","0"
"616838605","BUL","female","1.77","56","gymnastics","0","0","1"
"698011015","RUS","female","1.77","64","fencing","0","0","1"
"486040260","FRA","male","1.93","84","taekwondo","0","0","0"
"365973319","NED","female","1.73","59","rowing","1","0","0"
"98846520","NED","male","1.84","79","aquatics","0","0","0"
"29701462","NED","female","1.76","66","hockey","0","1","0"
"908862793","ISR","female","1.67","57","sailing","0","0","0"
"872823363","ESP","female","1.7","67","handball","0","0","0"
"308383815","ARG","female","1.74","73","handball","0","0","0"
"985732268","ARG","female","1.65","64","handball","0","0","0"
"38791158","TTO","male","1.83","70","athletics","0","0","0"
"280514109","POL","male","1.86","78","cycling","0","0","0"
"703301693","POL","male","1.76","73","canoe","0","0","0"
"595036490","POL","male","2.0","130","judo","0","0","0"
"499556541","CAN","male","1.85","79","aquatics","0","0","0"
"164336979","AUS","male","1.9","88","aquatics","1","0","0"
"831329094","AUS","female","1.79","70","football","0","0","0"
"359535568","USA","female","1.77","74","archery","0","0","0"
"243963793","MEX","female","1.58","46","athletics","0","0","0"
"161590850","ROU","female","1.86","75","rowing","0","0","1"
"36358065","LAT","female","1.84","76","athletics","0","0","0"
"287974720","GBR","female","1.68","62","hockey","1","0","0"
"713460320","AUS","female","1.67","62","aquatics","0","0","1"
"72981815","NED","female","1.83","75","volleyball","0","0","0"
"946141261","AUS","female","1.87","81","rowing","0","0","0"
"37020908","USA","female","1.76","64","aquatics","2","1","1"
"341947091","AUS","female","1.79","66","aquatics","0","2","0"
"891088066","AUS","female","1.74","53","athletics","0","0","0"
"473250088","USA","female","1.81","65","aquatics","1","0","0"
"81058004","NED","female","1.69","55","athletics","0","0","0"
"996222405","USA","male","1.73","79","rugby sevens","0","0","0"
"527332545","USA","female","1.78","68","tennis","0","0","0"
"376474889","USA","female","1.58","46","gymnastics","1","1","0"
"540102843","AUS","female","1.79","61","aquatics","1","1","0"
"448658832","AUS","female","1.65","60","hockey","0","0","0"
"877108411","DEN","male","1.97","93","handball","1","0","0"
"397456210","DEN","male","1.91","81","aquatics","0","0","0"
"13506887","SWE","male","1.78","76","equestrian","0","0","0"
"653799383","DEN","male","1.88","106","handball","1","0","0"
"74306261","DEN","male","1.83","75","rowing","0","0","0"
"585960313","GAB","male","1.7","65","aquatics","0","0","0"
"431358529","ECU","female","1.52","54","athletics","0","0","0"
"76314566","ANG","female","1.72","54","handball","0","0","0"
"732221079","POL","female","1.71","59","tennis","0","0","0"
"302906626","SWE","female","1.72","67","football","0","1","0"
"635407788","POL","female","1.73","70","rowing","1","0","0"
"587247307","ARG","female","1.6","60","canoe","0","0","0"
"537197914","AUT","female","1.8","71","rowing","0","0","0"
"91993578","TAN","female","1.69","65","aquatics","0","0","0"
"296260449","CUB","male","1.76","73","judo","0","0","0"
"28493203","USA","female","1.71","61","canoe","0","0","0"
"610096820","USA","female","1.73","77","athletics","0","0","0"
"151348032","USA","female","1.73","74","aquatics","1","0","0"
"558981183","EST","male","1.92","90","athletics","0","0","0"
"344707477","DEN","male","1.94","94","aquatics","0","0","0"
"829849936","UZB","male","1.83","97","wrestling","0","0","1"
"122833062","KGZ","male","1.81","95","wrestling","0","0","0"
"628176825","POL","male","1.65","65","wrestling","0","0","0"
"218620523","EGY","female","1.72","61","aquatics","0","0","0"
"366810881","EGY","female","1.65","54","aquatics","0","0","0"
"479172585","MAR","female","1.68","67","golf","0","0","0"
"40811723","GBR","male","1.96","100","taekwondo","0","0","0"
"514748025","CMR","male","1.78","","boxing","0","0","0"
"219888752","AZE","male","1.9","","boxing","0","0","0"
"34377778","JPN","male","1.77","61","table tennis","0","1","0"
"874841774","BRA","male","1.84","78","athletics","0","0","0"
"448445626","IRQ","male","1.7","60","football","0","0","0"
"452893279","IRI","male","1.92","87","taekwondo","0","0","0"
"167441839","IRI","male","1.72","69","volleyball","0","0","0"
"472129595","NZL","male","2.0","102","rowing","1","0","0"
"150879921","FRA","male","1.9","75","athletics","0","0","1"
"526960763","IRI","female","1.69","80","shooting","0","0","0"
"74259823","BRN","male","1.75","69","shooting","0","0","0"
"782024861","EGY","male","1.76","","boxing","0","0","0"
"905443127","EGY","male","1.65","75","wrestling","0","0","0"
"381110402","EGY","male","1.92","85","handball","0","0","0"
"352998140","IRI","male","1.86","90","athletics","0","0","0"
"940342444","IRI","female","1.73","62","rowing","0","0","0"
"192746204","JPN","female","1.56","41","athletics","0","0","0"
"859543886","JPN","female","1.46","48","gymnastics","0","0","0"
"217231294","JPN","female","1.63","50","aquatics","0","0","1"
"197311311","JPN","female","1.76","62","volleyball","0","0","0"
"284015405","NOR","female","","","sailing","0","0","0"
"699569335","ESP","female","1.61","55","canoe","1","0","0"
"358834161","ESP","female","1.88","90","aquatics","0","0","0"
"583991719","EST","male","1.88","84","athletics","0","0","0"
"587074263","ITA","male","1.72","68","aquatics","0","0","0"
"202168250","BRA","male","1.9","90","taekwondo","0","0","1"
"219639057","BRA","male","1.8","88","handball","0","0","0"
"323417214","NED","male","1.7","60","equestrian","0","0","0"
"288399104","BRA","female","1.67","67","athletics","0","0","0"
"638173103","SEN","female","1.98","90","basketball","0","0","0"
"768555779","IND","male","1.81","82","shooting","0","0","0"
"572989050","BRU","female","1.47","50","athletics","0","0","0"
"448106253","SLO","female","1.68","65","athletics","0","0","0"
"713439185","SUI","female","1.68","53","athletics","0","0","0"
"959018491","SRB","female","1.83","67","volleyball","0","1","0"
"745686878","SUI","female","1.72","66","sailing","0","0","0"
"793000755","POL","female","1.7","54","cycling","0","1","0"
"435088187","SYR","male","2.05","72","athletics","0","0","0"
"613581224","MNE","female","1.7","67","handball","0","0","0"
"338727227","KOS","female","1.62","52","judo","1","0","0"
"925805828","USA","male","1.88","92","rugby sevens","0","0","0"
"565676183","USA","female","1.86","74","aquatics","1","0","0"
"8530170","JPN","female","1.58","56","hockey","0","0","0"
"777674143","JPN","female","1.83","78","basketball","0","0","0"
"870613136","JPN","female","1.7","68","rugby sevens","0","0","0"
"548581122","JPN","male","1.81","73","sailing","0","0","0"
"256394566","GUI","female","1.75","71","athletics","0","0","0"
"841352991","TUN","male","1.88","98","handball","0","0","0"
"501195133","MNE","male","1.86","80","aquatics","0","0","0"
"950293205","ARM","male","1.77","86","wrestling","0","0","0"
"545871127","BLR","male","1.93","82","athletics","0","0","0"
"244208041","RUS","male","1.86","73","sailing","0","0","0"
"608604431","AZE","male","1.89","75","cycling","0","0","0"
"607942437","UKR","male","1.76","71","aquatics","0","0","0"
"204225713","UKR","male","1.86","85","fencing","0","0","0"
"563022056","UKR","male","1.72","63","gymnastics","0","0","0"
"157150042","GER","female","1.7","55","athletics","0","0","0"
"394127915","TUN","male","1.85","82","tennis","0","0","0"
"422468531","POL","female","1.64","54","sailing","0","0","0"
"205523142","POL","female","1.68","57","athletics","0","0","0"
"607442240","POL","female","1.7","60","fencing","0","0","0"
"159953794","POL","female","1.76","70","cycling","0","0","0"
"185574911","POL","female","1.69","57","cycling","0","0","0"
"980102210","MAR","female","1.6","49","athletics","0","0","0"
"656054953","SWE","female","1.72","52","equestrian","0","0","0"
"819426524","SWE","female","1.69","63","wrestling","0","0","0"
"258262021","NOR","female","","","shooting","0","0","0"
"295829504","ROU","female","1.76","66","fencing","0","0","0"
"91778108","USA","female","1.62","54","football","0","0","0"
"997297757","GER","male","1.94","93","rowing","0","1","0"
"759848453","POL","female","","","athletics","0","0","0"
"4025069","GUI","female","1.76","63","judo","0","0","0"
"590513028","MLI","male","1.8","70","athletics","0","0","0"
"744094711","FRA","male","1.89","79","athletics","0","0","0"
"362133096","EGY","male","2.07","90","volleyball","0","0","0"
"771530809","EGY","male","1.89","80","handball","0","0","0"
"765515466","SEN","female","1.85","82","basketball","0","0","0"
"224743356","FRA","male","1.84","70","athletics","0","0","0"
"797336359","KAZ","male","1.71","97","wrestling","0","0","0"
"782337187","RSA","female","1.59","53","football","0","0","0"
"693611627","JPN","female","1.74","78","judo","0","0","0"
"119339549","CIV","female","1.73","","taekwondo","0","0","0"
"214760754","AZE","male","1.88","90","judo","0","0","0"
"795584159","FRA","male","1.86","72","athletics","0","0","0"
"520226601","SYR","male","1.9","143","weightlifting","0","0","0"
"684910206","CHN","male","1.88","70","rowing","0","0","0"
"443697349","HKG","female","1.78","66","fencing","0","0","0"
"639340405","CHN","female","1.86","73","football","0","0","0"
"489273020","JPN","female","1.67","64","sailing","0","0","0"
"919263114","IND","male","1.92","90","shooting","0","0","0"
"320003911","MGL","male","1.65","65","wrestling","0","0","0"
"878393556","CAN","female","1.6","","boxing","0","0","0"
"136508791","GER","female","1.64","55","football","1","0","0"
"235018279","NED","female","1.7","61","sailing","0","0","0"
"41706411","POR","male","1.72","80","football","0","0","0"
"977840087","ESP","male","1.84","78","hockey","0","0","0"
"804165037","ITA","male","1.8","89","canoe","0","0","0"
"974903059","SRI","male","1.62","60","shooting","0","0","0"
"964160887","DEN","male","1.7","68","football","0","0","0"
"12987305","IND","female","1.79","63","table tennis","0","0","0"
"879168754","ITA","female","1.63","57","aquatics","0","0","0"
"643799158","IND","male","1.74","65","athletics","0","0","0"
"408462176","FRA","male","1.83","92","rugby sevens","0","0","0"
"761454606","IND","male","1.75","","boxing","0","0","0"
"283175998","FRA","female","1.65","55","fencing","0","0","0"
"672441857","FRA","female","1.69","62","canoe","0","0","0"
"969062147","FRA","female","1.68","69","handball","0","1","0"
"620704693","FRA","female","1.72","64","cycling","0","0","0"
"14769885","IND","female","1.7","89","athletics","0","0","0"
"479145600","IND","male","1.72","69","hockey","0","0","0"
"748912024","CHN","female","1.62","52","athletics","0","0","0"
"857446492","CUB","male","1.6","63","gymnastics","0","0","0"
"690679655","LTU","male","1.94","90","basketball","0","0","0"
"737047784","IND","male","1.72","73","badminton","0","0","0"
"949112523","ARG","male","1.98","91","basketball","0","0","0"
"933012630","VEN","male","1.76","66","wrestling","0","0","0"
"653187190","ARG","male","1.79","79","hockey","1","0","0"
"621320289","ITA","male","1.68","","boxing","0","0","0"
"188149865","COL","male","1.7","62","athletics","0","0","0"
"454149473","ESP","male","1.78","67","equestrian","0","0","0"
"896925712","GER","male","1.73","68","cycling","0","0","0"
"53279336","PUR","male","1.68","56","triathlon","0","0","0"
"715849692","MEX","male","1.88","85","football","0","0","0"
"342632387","ANG","male","1.82","73","sailing","0","0","0"
"91551077","GUA","male","1.71","67","cycling","0","0","0"
"484470226","CRO","male","1.82","82","handball","0","0","0"
"16557121","BRA","male","1.82","78","equestrian","0","0","0"
"122886715","ARG","female","1.77","73","handball","0","0","0"
"869069541","BEL","female","1.57","42","athletics","0","0","0"
"456553330","FIJ","male","1.51","56","weightlifting","0","0","0"
"949340839","BRA","female","1.63","57","aquatics","0","0","0"
"990150557","ISR","female","1.48","44","athletics","0","0","0"
"947717856","COM","male","1.77","60","athletics","0","0","0"
"547395563","USA","female","1.63","52","cycling","0","0","0"
"336448292","ESP","male","1.74","70","tennis","1","0","0"
"201149666","ESP","male","1.85","94","aquatics","0","0","0"
"591640221","RSA","male","1.89","77","athletics","0","0","0"
"317700233","GER","male","1.8","94","judo","0","0","0"
"180431479","ESP","male","1.88","92","aquatics","0","0","0"
"471210431","ESP","male","1.7","64","hockey","0","0","0"
"777668281","ESP","male","1.88","75","aquatics","0","0","0"
"799451393","GER","male","1.81","75","badminton","0","0","0"
"970688075","FRA","male","1.83","64","aquatics","0","0","1"
"237044090","GER","male","1.96","101","rowing","0","0","0"
"706271089","SVK","male","1.77","106","athletics","0","0","0"
"749012390","GER","male","1.62","55","gymnastics","0","0","0"
"380803494","SUI","female","1.75","54","equestrian","0","0","0"
"80452686","CRO","female","1.58","55","aquatics","0","0","0"
"474468976","BRA","male","1.91","90","basketball","0","0","0"
"919986691","ITA","male","1.83","72","rowing","0","0","0"
"855138617","PAR","male","1.74","66","table tennis","0","0","0"
"627766210","ESA","male","","","aquatics","0","0","0"
"225061272","BRA","male","1.9","86","aquatics","0","0","0"
"850637390","HON","male","1.75","78","football","0","0","0"
"118521548","BRA","male","2.0","87","tennis","0","0","0"
"549105619","HON","male","1.81","70","football","0","0","0"
"279325237","CUB","female","1.43","41","gymnastics","0","0","0"
"278352429","POL","male","1.94","96","rowing","0","0","0"
"884298028","POL","male","1.85","96","athletics","0","0","0"
"838211917","POL","male","1.79","64","athletics","0","0","0"
"8595112","POL","male","1.85","90","tennis","0","0","0"
"746849065","POL","male","1.82","80","canoe","0","0","0"
"382951256","POL","male","1.87","79","aquatics","0","0","0"
"166826094","BRA","male","1.72","73","equestrian","0","0","0"
"692236481","BRA","male","1.86","80","equestrian","0","0","0"
"432314163","BRA","male","1.8","68","athletics","0","0","0"
"995865749","BOL","male","1.8","66","athletics","0","0","0"
"271177180","ITA","male","1.72","68","cycling","0","0","0"
"527776420","ITA","male","1.84","70","aquatics","0","0","0"
"171354772","MEX","male","1.82","68","football","0","0","0"
"406226635","ITA","male","1.84","87","rowing","0","0","1"
"483777206","ITA","male","1.8","74","fencing","0","1","0"
"156642960","ITA","male","1.78","98","archery","0","0","0"
"331908129","BRA","male","1.81","82","sailing","0","0","0"
"886667539","CHI","male","1.96","92","volleyball","0","0","0"
