RowNumber,Exited,P_Hat
9060,0,0.15463379
5918,0,0.154555763
2034,0,0.154520419
9521,0,0.15450762
1417,0,0.154451243
9945,0,0.154366515
7853,0,0.154364504
5526,0,0.154275072
8040,0,0.154242937
5036,0,0.154224997
1809,0,0.1542198
7958,0,0.154183769
5299,0,0.154167807
5959,0,0.15416299
3027,0,0.154156709
5615,0,0.154112011
3596,0,0.153990894
5598,0,0.15394934
3816,0,0.153930948
1786,0,0.153912996
7200,0,0.153806206
5793,0,0.153764606
5085,0,0.153722848
6592,0,0.153688407
9127,1,0.153643769
2610,0,0.153613593
1026,0,0.153524446
7177,0,0.153464742
4889,0,0.153463294
9899,1,0.153460068
254,0,0.153412443
4280,0,0.153394893
7541,0,0.153366215
6494,0,0.153357873
2272,0,0.153316062
2621,0,0.153274718
6031,0,0.15326083
8007,0,0.153153073
7737,0,0.153136659
6891,1,0.153079101
7763,0,0.153031794
6202,0,0.153009118
8019,1,0.152920394
82,1,0.15289898
2261,0,0.152645719
337,0,0.152643401
7066,0,0.152472118
7513,0,0.15245068
2378,0,0.152446736
2598,0,0.152416919
9475,0,0.15239692
3462,0,0.152320054
6322,0,0.152297543
2543,1,0.15228741
638,0,0.152243463
382,0,0.152097606
1600,0,0.152048073
8888,1,0.152001441
425,0,0.151976638
1156,0,0.151974755
616,1,0.151974741
8342,0,0.151941209
4703,0,0.151899112
6567,0,0.151885801
7078,0,0.151879745
6791,0,0.151869438
1471,0,0.15182375
438,0,0.151822457
3357,0,0.151821293
549,0,0.151732491
4287,0,0.151706631
1988,1,0.151669377
7793,0,0.151662893
955,1,0.151591944
6128,0,0.151580334
3956,0,0.151534159
6359,0,0.151523199
9981,0,0.151386904
3903,1,0.151301073
3414,0,0.151228188
7821,0,0.151193541
1389,1,0.151181921
8314,0,0.151153663
3299,0,0.151144539
7523,1,0.151135633
9584,0,0.151102011
4593,1,0.1510927
2330,0,0.151065587
8787,0,0.150929942
4830,0,0.150874588
2794,0,0.150840983
9076,1,0.150837332
6581,0,0.150828777
1888,0,0.150826257
4284,0,0.150814166
3795,0,0.150793771
5804,0,0.150784408
5455,0,0.150773063
7285,0,0.150722888
6085,0,0.150708122
7196,0,0.150704376
4958,0,0.15069172
2130,0,0.150658074
492,0,0.150557898
8212,0,0.150494536
5095,0,0.150456145
5176,0,0.150445635
5698,0,0.150445177
3060,0,0.150440386
2904,0,0.150413572
1778,0,0.15036844
6659,1,0.150360079
1707,0,0.150340456
1151,0,0.150320383
928,0,0.150270145
3135,0,0.150259306
598,0,0.150243777
3170,0,0.150243314
9664,0,0.150231225
7597,0,0.150209135
7161,0,0.15017912
3058,0,0.150151871
5763,0,0.150099494
6036,0,0.150080971
5232,1,0.150056385
2409,0,0.150050406
8955,1,0.149930834
5756,0,0.149906329
8433,1,0.149811821
7163,0,0.1497802
639,0,0.149754855
3605,0,0.149726534
8127,1,0.149683305
6956,0,0.149644985
7014,0,0.149636418
132,0,0.149608595
1587,0,0.149589918
547,0,0.149583594
9617,0,0.149552328
7781,0,0.149500034
8263,0,0.149418296
1847,0,0.149352696
8447,0,0.149327537
9155,0,0.14932565
9240,0,0.149287792
2651,0,0.149267862
109,0,0.14926669
247,0,0.149265049
8766,0,0.149251595
8346,0,0.149249465
5185,0,0.14922692
7346,0,0.149180369
3091,1,0.148954957
4414,0,0.148952422
9823,0,0.148865552
2105,0,0.148828815
1049,0,0.148818146
6901,0,0.14880979
7490,0,0.148761537
9114,0,0.148755904
9961,1,0.14875456
1103,0,0.148752387
3735,0,0.148718145
6345,0,0.14867482
6526,0,0.148657118
9032,0,0.148637778
8895,0,0.148611987
9968,0,0.148608745
2776,1,0.148511425
4592,0,0.148471236
5231,0,0.14846736
4241,0,0.148451628
7061,0,0.148385934
5439,0,0.148376096
9132,0,0.14830195
5072,0,0.148276869
2619,0,0.148273668
7617,0,0.148255966
4957,0,0.148232141
5063,0,0.148230704
4277,0,0.148200424
1011,1,0.148200096
4268,0,0.148194167
1087,1,0.148178225
7939,0,0.148163917
8251,0,0.148108265
1566,0,0.148084965
6775,1,0.148065819
5016,0,0.148031446
4214,0,0.148012139
3924,0,0.147982826
1721,0,0.147974061
5689,0,0.147969892
1910,0,0.147955063
1380,0,0.147914881
1873,0,0.147877581
3544,1,0.147834827
3651,0,0.147824765
6069,0,0.147800842
6578,0,0.147790793
1564,0,0.147787136
3512,0,0.147780472
8158,0,0.147757886
7292,1,0.14774589
6014,0,0.147706658
7977,0,0.14767788
1263,0,0.147609267
2015,0,0.1475675
7945,1,0.147541594
5302,0,0.147500951
8253,0,0.147452642
8613,0,0.147425852
6487,0,0.147422114
1351,0,0.147415819
3195,0,0.147415113
9305,0,0.147412203
2829,0,0.14741096
2923,0,0.147387349
7093,0,0.147342265
4740,0,0.147310696
6272,1,0.147250339
5800,1,0.147216374
1779,0,0.147202515
77,0,0.147102674
1221,0,0.147101078
7512,0,0.14709391
3242,0,0.147087492
6729,0,0.147045749
7070,0,0.146978255
6560,0,0.14697449
5770,0,0.146971764
6477,0,0.146958669
4872,0,0.146918844
3963,0,0.146913946
6007,0,0.14679188
829,0,0.146782359
2907,0,0.146755738
8088,0,0.146727922
8908,0,0.146695335
4108,1,0.146661295
1851,0,0.146647961
8597,0,0.146643693
3891,0,0.146610075
9600,0,0.14648264
6306,0,0.146449938
589,0,0.14643085
9975,0,0.146370382
5503,0,0.146344239
7336,0,0.146285199
9194,0,0.146229274
5334,0,0.146180807
2399,0,0.146176304
5146,0,0.146170145
6203,0,0.146012543
392,0,0.145946051
7816,0,0.145892867
7378,0,0.145873561
63,0,0.145836842
9749,1,0.145805658
4470,1,0.145769077
2724,0,0.14576502
4028,0,0.145763032
7572,1,0.145705199
2103,0,0.145654572
4223,1,0.145504385
3524,0,0.145401576
6610,0,0.145313219
4001,0,0.145287571
2101,0,0.14527467
5682,0,0.145243506
9708,0,0.145188816
4523,0,0.145175177
8724,1,0.14517475
1046,0,0.14509998
7782,0,0.145016109
5960,0,0.144963724
2855,0,0.144936587
2793,0,0.144920993
827,0,0.144898348
6845,0,0.144767846
9901,0,0.14461541
1003,0,0.144608366
3265,0,0.144590201
6606,0,0.144550854
2697,0,0.144444432
4090,0,0.144436619
7705,0,0.144429189
7776,0,0.144424076
7031,0,0.14440517
7264,0,0.144391461
6407,0,0.14433566
4555,0,0.144334806
1498,0,0.144326864
8958,0,0.144324147
5372,1,0.144293081
3870,0,0.144269412
1322,0,0.14426711
3140,0,0.144244932
2174,0,0.144229658
316,0,0.1440683
4051,0,0.144051678
3745,1,0.144043616
5433,0,0.144030477
4999,0,0.143971023
7063,0,0.143959201
1836,0,0.143790687
5592,0,0.14370252
8746,0,0.143616284
7956,0,0.143596666
6838,0,0.143387241
6959,0,0.143344153
6835,0,0.143335779
1084,0,0.143331888
5674,0,0.143331451
5519,0,0.143298505
9870,0,0.143243964
1639,0,0.14323309
53,0,0.143137961
3777,0,0.143055027
7931,0,0.143034614
4107,0,0.142950156
3714,0,0.142914924
9595,0,0.142885247
6810,0,0.142845271
740,0,0.142830062
8371,0,0.142785269
5827,0,0.142677572
2702,0,0.142664398
3006,0,0.142641808
3715,0,0.142611599
2734,0,0.142574285
2673,0,0.142517505
7622,0,0.142515644
4169,0,0.142506857
2337,1,0.142477866
6246,0,0.142467187
6033,0,0.142394389
3846,0,0.142365632
7919,0,0.142308031
9724,0,0.142238884
7341,0,0.142147327
1275,0,0.142136247
8434,0,0.14211192
1537,0,0.142071113
1931,0,0.142069623
2295,0,0.142053719
4870,1,0.142042017
961,0,0.142021808
1495,0,0.142019246
3323,0,0.141969541
4320,0,0.141957631
1923,1,0.141952469
9930,0,0.141895012
6714,1,0.141847423
9004,0,0.141831173
3283,0,0.141818003
157,0,0.141731794
7263,0,0.141717477
7503,1,0.141695009
626,0,0.141683715
2652,0,0.141679796
502,0,0.141678
1143,0,0.141627264
1357,0,0.141589678
3726,0,0.141556077
1030,0,0.141554406
6598,0,0.141522016
463,0,0.141483913
6509,1,0.141467868
6889,0,0.141344002
2006,1,0.141265137
2936,0,0.141252169
3215,0,0.14121209
7691,0,0.141153717
4348,1,0.141147757
865,0,0.141108794
5807,0,0.14099153
22,0,0.140979224
5903,0,0.14091839
1494,0,0.140907903
7257,0,0.140807957
7155,0,0.140805265
7635,0,0.140723507
4071,0,0.140679028
9790,0,0.140669426
1713,0,0.140665325
5241,0,0.140656704
1433,0,0.140632871
2067,0,0.140622006
8469,0,0.140617383
9776,0,0.14056781
8877,1,0.140553289
3336,0,0.140522163
2412,0,0.140511355
8392,0,0.140483352
5981,0,0.140479034
1321,0,0.140436399
3314,0,0.140408339
4918,0,0.140376957
2597,0,0.140307834
8014,0,0.140296541
6699,0,0.140261373
5936,0,0.140244025
5364,1,0.140217882
7233,0,0.140216827
218,0,0.140174421
3984,1,0.140148968
8612,0,0.140114115
7649,0,0.140076845
6514,0,0.140066941
9555,1,0.140014363
4815,0,0.140011588
3332,0,0.140004098
7467,0,0.13995687
4583,0,0.139914107
7199,0,0.139912755
3649,1,0.139842325
2403,0,0.139760191
8240,0,0.139738574
9845,0,0.139681949
1088,0,0.139618498
46,0,0.139614507
5392,0,0.139599717
4734,0,0.139599279
1268,0,0.139521188
7202,1,0.139519128
5173,0,0.139513272
5797,0,0.139483587
9538,0,0.139420809
5906,0,0.13937447
1076,0,0.139371388
9118,0,0.139357279
3834,0,0.139338641
5717,0,0.139336736
7442,0,0.139314696
6240,0,0.139305621
466,0,0.139284282
6907,0,0.139255933
9670,0,0.139211248
6974,0,0.139185986
8714,0,0.13917807
4306,1,0.139151689
7923,0,0.139124843
313,0,0.139119122
7221,0,0.13896898
4579,0,0.138962268
7204,0,0.138924641
5359,0,0.138920537
8843,0,0.138895694
9671,0,0.138877056
283,1,0.138872703
1768,0,0.138868104
5435,0,0.13883435
2147,0,0.138823663
5347,0,0.138813993
6623,0,0.1387617
5274,0,0.138743051
6890,0,0.138735233
803,0,0.138650564
6555,0,0.138631861
4141,0,0.138606676
4391,1,0.138534343
3813,0,0.13848798
2497,0,0.138433877
8003,0,0.138425479
4625,1,0.138421805
9512,0,0.138393735
1355,1,0.138380489
2354,0,0.138349869
1164,0,0.13832324
1727,0,0.138313069
8261,0,0.138291364
7753,0,0.138264475
2243,0,0.138257382
5806,0,0.138257143
4801,0,0.138238113
5884,0,0.138208406
9661,0,0.138126824
511,0,0.138124413
7990,0,0.138072707
4132,0,0.138056181
4811,0,0.138029217
6208,0,0.137997371
594,0,0.137985711
9831,0,0.137854488
4651,0,0.137828635
8637,1,0.137818821
7709,0,0.137803921
1176,0,0.137798872
7414,0,0.137784149
8673,0,0.137755455
2819,0,0.137719536
198,0,0.137715573
6619,0,0.137692124
179,0,0.137684844
2910,0,0.137681122
5167,0,0.137664785
2561,1,0.137624616
4144,0,0.137604932
3780,0,0.137584866
1829,0,0.137566384
5721,0,0.137550503
9575,0,0.137537817
7281,0,0.137511938
701,0,0.137468353
6847,0,0.137441705
5390,0,0.137430685
9707,0,0.137400666
790,0,0.137360836
4373,0,0.137327934
3675,0,0.137299051
447,0,0.137244056
9040,0,0.137225266
2226,0,0.137203934
2995,0,0.137127583
8147,0,0.1371176
3704,1,0.13697755
1777,0,0.136946493
2146,0,0.136938699
4881,0,0.136797385
4328,0,0.136730742
6594,0,0.136728581
4565,0,0.136710425
9685,0,0.136702043
3457,1,0.136700802
7833,1,0.136669269
1472,0,0.136661567
4398,0,0.136646231
3417,0,0.136618448
2007,0,0.136595909
394,1,0.136580976
8521,0,0.136570183
2711,0,0.136527973
2126,0,0.136508728
2777,0,0.136436803
1668,0,0.136397397
7261,0,0.136318666
5830,0,0.13628863
3475,0,0.136239517
7432,0,0.136234839
9436,0,0.136198507
9021,0,0.136195559
1150,0,0.136192818
5885,0,0.13614249
1074,0,0.13597726
9433,0,0.135966475
7884,0,0.135952839
6973,1,0.135900256
7564,0,0.135893831
4188,0,0.135851584
1556,1,0.13583548
5151,0,0.135810081
7386,0,0.135796334
4917,0,0.135719782
3107,0,0.135715185
241,0,0.135638013
4616,0,0.135635068
5549,0,0.135563531
1497,0,0.13554967
4238,0,0.135535876
7091,0,0.135506439
975,0,0.135498993
833,0,0.135427379
5935,0,0.135412053
9160,0,0.135338798
8868,0,0.135254816
7444,0,0.135207613
1789,0,0.135195368
4345,0,0.135142323
3722,0,0.135134745
7991,0,0.135134663
5280,0,0.13512991
6680,0,0.135084057
5585,0,0.135024224
3384,0,0.134995374
9919,0,0.134990975
2131,0,0.134988401
3737,0,0.134922672
6159,0,0.134879906
7133,1,0.134861238
6532,0,0.134842183
6850,0,0.134829902
5091,0,0.134814826
1163,0,0.13479892
7213,1,0.134779938
2627,0,0.134778301
6162,0,0.134760832
1960,0,0.134744523
9124,0,0.134737321
4527,0,0.134632222
561,0,0.134623597
7708,0,0.134614205
6785,0,0.134604081
8807,0,0.134503622
9120,1,0.13448173
2091,0,0.134456531
1596,0,0.134455561
7087,0,0.134432084
7525,0,0.134428674
573,0,0.13440491
607,0,0.134362778
2481,0,0.134353782
5419,0,0.134230968
1037,0,0.134230534
9496,0,0.134201906
1684,0,0.134175313
1025,0,0.134128451
9576,0,0.13410795
8619,0,0.134084474
8072,1,0.13407509
2617,0,0.134059912
5685,0,0.134049087
4976,0,0.134032014
9241,0,0.13402549
2344,0,0.134008575
1365,0,0.133911187
1746,0,0.133883424
3906,0,0.133872055
9696,0,0.133812099
7428,0,0.13379998
8370,1,0.133797206
3216,0,0.133782749
1482,0,0.133741141
9996,0,0.133682204
2352,1,0.133675566
260,0,0.133657196
3567,0,0.133652928
3765,0,0.133649936
9423,0,0.133635724
458,0,0.133635317
2844,0,0.133592111
834,0,0.133578123
6011,0,0.133561766
1077,0,0.133558167
8437,0,0.133494738
8584,0,0.133465522
151,0,0.133433489
7158,0,0.133379064
4580,1,0.133355875
5530,0,0.133331419
4168,0,0.133287504
2808,0,0.133279781
194,0,0.133275634
4118,0,0.133267201
2641,0,0.133262872
8791,0,0.133258895
2943,0,0.133217025
4718,0,0.133201886
2063,0,0.133193408
9897,0,0.133191219
2642,0,0.13319056
7692,0,0.13318914
4459,0,0.133157144
4664,0,0.133082517
6235,0,0.133070168
5796,0,0.133012443
5262,0,0.133003425
1413,0,0.13297573
1451,1,0.132967609
559,0,0.132919542
7661,0,0.132904487
4854,0,0.132903906
9761,0,0.13277103
5666,0,0.132747075
4989,1,0.132725901
5978,0,0.132723169
2514,0,0.13269691
9628,0,0.132667748
383,0,0.132631851
9001,0,0.13262006
1628,0,0.132619303
8317,0,0.132599661
5693,0,0.132593931
203,1,0.132590432
7670,0,0.132536157
3272,0,0.132478437
2393,0,0.132449826
6625,0,0.132448255
2567,0,0.132399613
519,1,0.132386317
8933,1,0.132359404
1948,0,0.13232953
6695,0,0.132318709
9518,0,0.132315878
2858,0,0.132273993
5983,0,0.132209974
5711,0,0.132185864
4538,0,0.132143435
2413,0,0.132121298
8909,0,0.132081892
4517,1,0.132022965
906,1,0.131976426
2041,0,0.131963924
7476,0,0.131959663
8728,0,0.131865757
1606,0,0.131799834
4950,0,0.131751254
170,0,0.131735094
5865,0,0.131721553
5383,0,0.131664291
7943,1,0.13161028
5055,0,0.131536038
9907,0,0.131473931
4276,0,0.131459283
7321,0,0.131442229
3041,0,0.131421899
8192,0,0.131380069
9554,0,0.131376636
135,0,0.131347929
3499,0,0.131333298
4323,0,0.131284858
5462,0,0.131232992
1665,0,0.131187718
5591,0,0.131183425
2991,0,0.131170872
622,0,0.131097466
7938,1,0.131037989
8860,0,0.13098778
389,0,0.130967437
5794,0,0.130915466
2426,0,0.13089485
3977,0,0.130848611
8594,0,0.130837342
8936,1,0.130814684
4074,0,0.130814333
7914,0,0.13079579
8894,0,0.130769756
2865,0,0.130740628
733,0,0.130737558
5066,0,0.130702472
2252,0,0.130650448
9201,0,0.130649985
9092,0,0.130649275
2546,0,0.130625208
5747,0,0.130585849
8015,0,0.130569123
8941,0,0.130531802
2525,1,0.130496991
3505,0,0.130444442
3628,0,0.130427436
1400,0,0.130425779
4716,0,0.130392106
4688,0,0.130379958
4692,0,0.130373277
5812,0,0.130353334
418,0,0.13017577
3179,0,0.130171574
1318,1,0.130168903
6954,0,0.130144306
6077,0,0.130074471
6327,0,0.130060674
7607,0,0.129999891
3487,0,0.129988013
7560,0,0.129986004
9681,0,0.129985784
2509,0,0.129929516
7403,0,0.129895723
324,0,0.129879193
652,0,0.129840796
4984,0,0.129825837
9630,0,0.129790872
9497,0,0.129730966
6002,1,0.129697046
9203,0,0.129690947
9778,0,0.129677097
4504,0,0.129664823
3552,0,0.129646102
4206,0,0.129629231
7573,0,0.129608202
2159,0,0.129590368
8500,0,0.129585739
2356,1,0.129541718
8929,0,0.129518936
329,0,0.12950692
4124,0,0.12950148
1490,0,0.129481009
5516,0,0.129474412
8068,0,0.129433982
1992,0,0.129384689
669,0,0.129354071
1685,0,0.12935375
864,0,0.129337607
5319,0,0.129271979
27,0,0.129248069
8796,1,0.129223703
456,0,0.129215612
6094,0,0.129213041
5561,0,0.129114554
2760,0,0.129094006
5432,0,0.129085014
7510,0,0.129046137
2700,0,0.129014164
1015,0,0.128994952
1412,0,0.128983307
8268,0,0.128967446
5035,0,0.128924571
4567,0,0.128915402
9327,1,0.128871541
8752,0,0.128832203
4779,0,0.128831717
9465,0,0.128825685
9205,0,0.128800973
4456,0,0.128730622
6574,0,0.128714225
5831,0,0.128667245
8920,0,0.128650164
1795,0,0.128642149
4585,0,0.128630867
5736,0,0.128626075
9722,0,0.128613186
342,0,0.128603538
8743,0,0.12860024
9993,0,0.128562882
8959,0,0.128525348
5428,0,0.128493951
8271,0,0.128467765
2584,0,0.128392596
8281,0,0.128388414
4786,0,0.128346251
4979,0,0.128314334
3942,1,0.128313846
125,0,0.128312527
8939,0,0.1283115
6825,0,0.128246749
7071,0,0.128216978
8867,0,0.128213102
2046,0,0.128161792
4218,1,0.128159294
2984,0,0.128098022
453,0,0.128089683
2298,0,0.128030673
2495,0,0.128023682
835,0,0.128005722
3689,0,0.127983411
7978,0,0.127980694
5131,0,0.127951491
1807,0,0.127949652
6508,0,0.127934294
801,0,0.127886404
2676,0,0.127882358
4065,1,0.127860808
942,0,0.127825041
1196,0,0.127811217
174,0,0.127795764
4340,0,0.127791003
2173,0,0.12777213
5129,0,0.127765243
8453,1,0.12757883
8197,0,0.127518482
4614,0,0.127475407
2113,0,0.127459951
2805,0,0.127425065
444,0,0.12734649
7812,0,0.127227637
8109,0,0.127215019
1787,1,0.12719761
7829,0,0.127140844
5222,0,0.127134451
9228,0,0.127118547
5501,0,0.127099095
8820,0,0.127069307
1099,0,0.126975561
4128,1,0.126891621
9815,0,0.12688856
5907,0,0.126817519
5174,0,0.126804924
7119,0,0.126724401
4354,0,0.126709443
6757,1,0.126708246
6186,0,0.126696127
4866,0,0.126685784
7164,0,0.126660725
720,0,0.126643127
2797,0,0.126621691
9115,0,0.126581074
6401,0,0.126546168
9623,0,0.126539557
8348,1,0.126526683
7961,0,0.126520474
5980,0,0.126516851
8542,0,0.126432949
553,0,0.126427547
1623,0,0.126402511
1701,0,0.12635327
726,0,0.12635317
3285,0,0.126341351
5017,0,0.126304227
2379,0,0.126273105
1848,1,0.126234495
7869,0,0.126207423
3262,0,0.12619931
4536,1,0.126132856
1210,0,0.126118496
1028,0,0.126037182
3398,0,0.126015307
7150,0,0.125999324
391,0,0.125978276
9062,0,0.125947376
9087,0,0.125945356
2038,1,0.125935035
4392,0,0.125930282
707,0,0.125923237
116,0,0.125909859
5879,0,0.125904608
1161,1,0.125877807
7655,0,0.125855312
1633,0,0.125810669
5166,0,0.125719608
1945,0,0.125603796
2334,0,0.125570739
8356,0,0.125508907
8618,0,0.12540165
9452,1,0.125337605
3749,0,0.125284136
7864,0,0.125280948
9739,1,0.125273562
8080,0,0.125253692
2304,0,0.12520881
8753,0,0.125206045
6677,0,0.125088146
1590,0,0.125087846
7374,0,0.125081538
8538,0,0.125057907
8327,0,0.124976972
6950,0,0.124964379
4325,0,0.124910405
2193,0,0.124854352
2719,0,0.124730447
3103,0,0.124722493
3333,0,0.124720611
1098,0,0.12468851
428,0,0.124671929
3864,0,0.124659112
8044,0,0.124640349
6789,0,0.124610851
6428,0,0.12459833
772,0,0.124580346
5938,0,0.124550993
6922,0,0.124539681
6731,0,0.124484291
301,0,0.124473128
2470,1,0.124467302
210,0,0.124389474
5258,0,0.12435306
73,0,0.124345053
3214,0,0.124341879
7313,0,0.124336041
2523,0,0.124319789
4211,0,0.124316913
9287,1,0.124316667
3824,0,0.124237406
7871,0,0.124233681
2437,0,0.124226455
6089,0,0.124174045
8701,0,0.124156895
4704,0,0.124132113
8154,1,0.12407604
9455,0,0.12406636
104,0,0.12406164
3556,1,0.12404898
1,1,0.124048376
705,0,0.124038514
3198,0,0.124031401
6511,1,0.124006949
1634,0,0.123998547
6492,0,0.123992815
825,0,0.123958097
8713,0,0.123944347
2889,0,0.123924908
6340,0,0.123909149
7055,0,0.12390376
11,0,0.123880713
2884,0,0.123856753
9620,0,0.123794924
4475,0,0.123762349
1817,0,0.123751243
3130,0,0.123687233
487,0,0.12367043
8878,0,0.12365797
1577,0,0.12365298
9551,0,0.123634184
1189,0,0.123633945
6821,0,0.123617491
4662,0,0.123588359
2780,0,0.123560195
9192,0,0.12355078
1179,1,0.12354093
7612,0,0.12349927
1340,0,0.123454751
3067,0,0.123423086
4441,0,0.123387162
2754,0,0.123384451
8415,0,0.123359535
6808,0,0.123295772
2842,0,0.123284542
4813,0,0.123280111
9437,0,0.123264942
2549,1,0.123165858
2678,0,0.123039789
624,0,0.123036213
3227,0,0.123034767
4061,0,0.12299933
8881,1,0.122957529
121,0,0.122894551
3474,1,0.122884082
5570,0,0.122871493
8149,0,0.122870704
6688,0,0.122868726
3280,0,0.122868142
6214,0,0.122828071
1044,0,0.122785139
4910,0,0.122776855
7545,0,0.122718359
6908,0,0.122714114
1648,0,0.122627748
2315,0,0.12262642
611,0,0.12261958
2484,0,0.122585995
5401,0,0.122500023
6315,1,0.122481156
9104,0,0.122456503
9560,0,0.122406793
1593,0,0.122401345
9717,1,0.122373314
2608,0,0.122367819
2374,0,0.12235629
7077,0,0.122356164
7973,0,0.122320426
9283,0,0.122287326
2972,0,0.122281341
1475,0,0.122270397
1101,0,0.122228311
6953,0,0.122225352
8431,0,0.122198399
3443,0,0.122192632
8324,0,0.122171835
2480,0,0.12212383
7401,1,0.122064691
3802,0,0.122055597
1270,0,0.1220178
2843,1,0.121971184
4577,0,0.12196735
2731,0,0.121964033
6913,1,0.121950954
8725,0,0.121950649
6423,0,0.121880498
6601,1,0.12183034
2036,0,0.121817737
336,1,0.121750185
7526,0,0.121719125
7808,0,0.121692317
9209,0,0.121686061
6841,0,0.121656811
5566,0,0.121647898
455,0,0.121580679
9926,0,0.121508925
1446,0,0.121435571
6653,0,0.12140052
2851,0,0.121397026
4773,0,0.121336674
7138,0,0.121328041
2501,0,0.121282081
1803,0,0.121273983
9130,1,0.12125283
7443,0,0.121233846
3973,0,0.121128832
9028,0,0.12108185
1865,0,0.120983834
5772,0,0.120977322
6215,0,0.120974495
8529,0,0.120937278
4450,0,0.120879006
3117,0,0.120877113
2259,0,0.12084313
6353,0,0.120817456
1125,1,0.120808932
2565,1,0.120785063
3325,0,0.120695111
3549,0,0.120674912
9955,0,0.120669195
6989,0,0.120646152
3662,0,0.120635228
1474,0,0.120617768
1850,0,0.120465644
3806,0,0.120454283
7867,0,0.120448749
3253,0,0.120446182
1491,0,0.120416803
5925,0,0.120400941
5505,0,0.12034708
3174,0,0.120346227
4461,0,0.120240834
7269,0,0.120238971
4963,0,0.120228218
8097,0,0.12021614
4834,0,0.120148799
3583,0,0.120135875
7148,0,0.120096513
2559,0,0.120073876
327,0,0.120011842
5703,0,0.119941468
1780,0,0.119916258
1690,1,0.11991371
5897,0,0.119900028
5028,0,0.119897069
5465,0,0.119823647
7152,0,0.119818342
409,0,0.119803823
4338,0,0.119754619
4172,0,0.119719673
9887,0,0.119691458
3014,0,0.119667089
6332,0,0.11964922
4047,0,0.119628383
6934,0,0.119594263
7115,0,0.119537248
4423,0,0.119522128
7586,1,0.119516948
6438,0,0.119506845
3149,1,0.11945986
660,0,0.1193771
3477,1,0.119353437
4003,0,0.119310958
8650,0,0.119294484
8133,0,0.119263633
442,0,0.119240297
4462,0,0.119240151
715,1,0.119201064
7969,0,0.11917169
1822,0,0.119125863
9513,0,0.119086372
5817,0,0.119046553
5045,0,0.119036128
3915,0,0.119033361
8800,0,0.118966896
7166,1,0.118932476
7146,0,0.118874585
5843,0,0.118873132
7459,0,0.118869253
2759,0,0.118843759
8858,0,0.118843759
9250,0,0.11877838
1601,0,0.118722766
2158,0,0.118722231
565,0,0.118661677
2951,0,0.118581417
7435,0,0.118560491
6643,0,0.118544101
90,0,0.118483891
2342,0,0.118477419
9343,0,0.118476961
7310,0,0.118441058
4031,0,0.118432576
7419,0,0.118424498
948,1,0.118423893
165,1,0.118397375
3819,0,0.118376218
1877,1,0.118287257
3423,0,0.118273756
6075,0,0.118271074
5223,0,0.118181008
7942,0,0.118066629
6911,0,0.118033595
8974,0,0.11800066
5239,0,0.117959017
2741,0,0.117953102
4239,0,0.117953093
6263,1,0.11793749
9149,0,0.117900014
5823,0,0.117890079
9383,0,0.117886422
4548,1,0.117858149
8294,0,0.117847518
6110,1,0.117830624
2555,0,0.117781847
9789,0,0.117685584
5283,0,0.117664598
5253,0,0.117658984
4175,0,0.117653101
9030,0,0.117600914
7604,1,0.117596708
8667,0,0.117582276
4063,1,0.117556789
7528,0,0.117543718
4318,0,0.117481484
930,0,0.117433656
2527,0,0.117428741
3685,0,0.117423119
5956,1,0.117412416
8514,0,0.11739515
8228,0,0.117376019
1170,0,0.117355486
5559,1,0.117347295
7451,0,0.117302348
4653,0,0.117297587
4220,0,0.117282645
8022,0,0.117263845
1284,0,0.11718363
9382,0,0.117176803
406,0,0.117172756
7551,0,0.11714476
6118,0,0.117142391
516,0,0.117139175
5484,0,0.117109377
5110,0,0.117019462
7946,0,0.116969181
7594,0,0.11693803
9849,0,0.116935034
9528,1,0.116920564
1231,0,0.116910345
6931,0,0.116890023
4159,0,0.116883161
1674,0,0.116862556
3061,0,0.116844632
7456,1,0.116844445
5732,1,0.116740934
6362,0,0.116706316
3155,0,0.116690447
1752,0,0.116660631
3479,0,0.116656427
4290,0,0.116616263
554,0,0.116611509
9908,0,0.116607648
1962,0,0.116606461
7810,1,0.116575484
7767,0,0.116563166
5411,0,0.116550327
6669,0,0.116532026
4067,0,0.116485327
4116,0,0.11643757
9613,0,0.116437274
4427,0,0.116371048
6230,0,0.116341678
9,0,0.11634158
5837,0,0.116324032
4390,0,0.116297183
4292,0,0.11624989
3373,1,0.116166598
3709,0,0.116111752
6207,0,0.116051864
8030,0,0.116038875
7615,0,0.115985571
4844,0,0.115975802
6656,0,0.115964533
6330,0,0.115952383
58,0,0.115886716
2624,0,0.115881708
4359,0,0.115803012
6039,0,0.115772433
5163,0,0.115745284
4407,0,0.115669114
403,0,0.115659992
9570,0,0.115659782
5497,0,0.115632586
1456,0,0.115599636
6352,0,0.115572094
4661,0,0.115554679
3380,0,0.115549794
960,0,0.115536913
2119,1,0.115495074
3291,0,0.11548934
1078,0,0.11548253
7484,1,0.115481496
843,0,0.115458071
5403,0,0.115404737
5972,0,0.115368282
155,0,0.115357671
5718,0,0.115341806
7679,1,0.11534074
268,0,0.115318918
1736,0,0.115242306
2503,0,0.115241054
1237,0,0.115192351
4308,0,0.11513607
7711,0,0.115110678
287,0,0.11506836
4236,0,0.115067093
2685,0,0.115058594
9995,0,0.115010811
56,0,0.114969538
9284,0,0.114952708
1311,0,0.114900669
1421,0,0.114860333
